"","log2FoldChange","logCPM","LR","pvalue","padj","identifier","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
"1202",0,-1.97480200150664,0,1,1,"ENSG00000202322","RNA5SP131",9606,100873400,"NULL","3","NULL","RNA, 5S ribosomal pseudogene 131","rRNA","RNA5SP131","RNA, 5S ribosomal pseudogene 131","O","NULL"
"1203",0.619552271352241,7.53618639024806,81.7804796485087,1.52073150359203e-19,1.4153448103931e-15,"ENSG00000184436","THAP7",9606,80764,"NULL","22","22q11.2","THAP domain containing 7","protein-coding","THAP7","THAP domain containing 7","O","THAP domain-containing protein 7"
"1204",-1.14675603629777,-1.88935252064073,7.9602155506239,0.00478167192557664,1,"ENSG00000233546","PRYP5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205",0.0166849900337149,8.97896432982478,0.0506539787828331,0.821929184459232,1,"ENSG00000116350","SRSF4",9606,6429,"NULL","1","1p35.3","serine/arginine-rich splicing factor 4","protein-coding","SRSF4","serine/arginine-rich splicing factor 4","O","SR splicing factor 4|SRP001LB|pre-mRNA-s"
"1206",0.825011222466086,4.22800827080428,10.6409661377826,0.00110609875281246,1,"ENSG00000140030","GPR65",9606,8477,"NULL","14","14q31-q32.1","G protein-coupled receptor 65","protein-coding","GPR65","G protein-coupled receptor 65","O","G-protein coupled receptor 65|T-cell dea"
"1207",0.073084994569976,-1.97065716447444,0.324180961250788,0.569105807663461,1,"ENSG00000233711","EIF4EBP2P1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208",0,-1.97480200150664,0,1,1,"ENSG00000277743","RP11-757O6.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209",-1.96868937956744,6.82034061859201,182.691193678623,1.25270000933216e-41,1.23428531919497e-37,"ENSG00000188385","JAKMIP3",9606,282973,"RP11-140A10.6","10","10q26.3","Janus kinase and microtubule interacting protein 3","protein-coding","JAKMIP3","Janus kinase and microtubule interacting protein 3","O","janus kinase and microtubule-interacting"
"1210",0.511139096392766,8.65186263380554,87.5399159640695,8.25959893910904e-21,7.74667784499037e-17,"ENSG00000204231","RXRB",9606,6257,"DADB-100D22.1","6","6p21.3","retinoid X receptor, beta","protein-coding","RXRB","retinoid X receptor, beta","O","MHC class I promoter binding protein|nuc"
"1211",-0.730361053598612,-1.92990400415626,3.59027271865856,0.0581187046169907,1,"ENSG00000232889","AC087499.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212",-1.7163622713884,-0.124903217307574,98.8512392317272,2.72199709975341e-23,2.58181424911611e-19,"ENSG00000224543","SNRPGP15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213",-0.299269983273896,4.84617621576476,13.2992365321773,0.000265514212282201,1,"ENSG00000267520","RP11-373L24.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214",0.532571670698675,-0.241255192691764,5.038736194444,0.0247865666371834,1,"ENSG00000234076","TPRG1-AS1",9606,100874043,"NULL","3","NULL","TPRG1 antisense RNA 1","miscRNA","TPRG1-AS1","TPRG1 antisense RNA 1","O","NULL"
"1215",0.846412512693628,-1.46549264619557,5.73148909590338,0.016663347102735,1,"ENSG00000232347","RP11-488L18.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216",0.817774185579478,-0.940243593829395,7.80936708342443,0.0051976105018364,1,"ENSG00000269584","TDGF1P7",9606,100129080,"NULL","19","19q13.2","teratocarcinoma-derived growth factor 1 pseudogene 7","pseudo","TDGF1P7","teratocarcinoma-derived growth factor 1 pseudogene 7","O","NULL"
"1217",0,-1.97480200150664,0,1,1,"ENSG00000234391","RP11-344N17.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218",0.271712148380905,9.08506375861525,20.0960659611454,7.36480108642237e-06,0.0563333635100447,"ENSG00000111652","COPS7A",9606,50813,"NULL","12","12p13.31","COP9 signalosome subunit 7A","protein-coding","COPS7A","COP9 signalosome subunit 7A","O","COP9 complex subunit 7a|COP9 constitutiv"
"1219",1.11942190212343,3.88495290604314,18.4180837366567,1.77366716618083e-05,0.133645820971725,"ENSG00000182752","PAPPA",9606,5069,"RP11-45A16.1","9","9q33.2","pregnancy-associated plasma protein A, pappalysin 1","protein-coding","PAPPA","pregnancy-associated plasma protein A, pappalysin 1","O","IGF-dependent IGFBP-4 protease|aspecific"
"1220",1.00844222700611,-0.668848054509143,17.9231557261608,2.30005615421495e-05,0.172527212127663,"ENSG00000233859","ADH5P4",9606,642443,"NULL","6","6q12","alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4","pseudo","ADH5P4","alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4","O","NULL"
"1221",-0.208818941263327,-1.89026920138134,0.243618527579969,0.621604752361774,1,"ENSG00000260343","LINC01043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222",-0.0438490381826959,5.15897349744468,0.051303970070137,0.820809606362134,1,"ENSG00000144645","OSBPL10",9606,114884,"NULL","3","3p22.3","oxysterol binding protein-like 10","protein-coding","OSBPL10","oxysterol binding protein-like 10","O","ORP-10|OSBP-related protein 10|oxysterol"
"1223",0.122808808004469,3.02022961359848,0.549240571249442,0.45862816241131,1,"ENSG00000228327","RP11-206L10.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224",0,-1.97480200150664,0,1,1,"ENSG00000252904","SNORA76",9606,677842,"NULL","17","17q23.3","small nucleolar RNA, H/ACA box 76","snoRNA","SNORA76","small nucleolar RNA, H/ACA box 76","O","NULL"
"1225",0,-1.97480200150664,0,1,1,"ENSG00000275504","U7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226",0,-1.97480200150664,0,1,1,"ENSG00000263802","AL121655.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227",2.21272962166487,2.08597053150924,272.617440944362,3.05112080527003e-61,3.03861120996843e-57,"ENSG00000213790","OLA1P1",9606,246785,"NULL","22","22q13.2","Obg-like ATPase 1 pseudogene 1","pseudo","OLA1P1","Obg-like ATPase 1 pseudogene 1","O","NULL"
"1228",0,-1.97480200150664,0,1,1,"ENSG00000201573","Y_RNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229",0.895936521316871,-1.61539856428193,4.02918882415679,0.044719437979337,1,"ENSG00000271989","RP4-736L20.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230",1.13583255920606,7.29982929504218,388.114759816466,2.12960397297125e-86,2.12768732939558e-82,"ENSG00000106638","TBL2",9606,26608,"UNQ563/PRO1125","7","7q11.23","transducin (beta)-like 2","protein-coding","TBL2","transducin (beta)-like 2","O","WS beta-transducin repeats protein|Willi"
"1231",0.588756747143357,8.53523334939307,91.173582888038,1.31605563236204e-21,1.23893477230563e-17,"ENSG00000133704","IPO8",9606,10526,"NULL","12","12p11.21","importin 8","protein-coding","IPO8","importin 8","O","RAN binding protein 8|imp8|importin-8|ra"
"1232",0,-1.97480200150664,0,1,1,"ENSG00000271677","RP1-274L7.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233",0.12012559026138,6.07844433943902,4.46913586866617,0.0345124419399114,1,"ENSG00000166024","R3HCC1L",9606,27291,"NULL","10","10q24.2","R3H domain and coiled-coil containing 1-like","protein-coding","R3HCC1L","R3H domain and coiled-coil containing 1-like","O","R3H and coiled-coil domain-containing pr"
"1234",0,-1.97480200150664,0,1,1,"ENSG00000264551","AC099791.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235",-0.611457897123999,1.38795498398085,34.8816296785656,3.50371116721849e-09,2.93330698919532e-05,"ENSG00000241962","C2orf15",9606,150590,"NULL","2","2q11.2","chromosome 2 open reading frame 15","protein-coding","C2orf15","chromosome 2 open reading frame 15","O","uncharacterized protein C2orf15"
"1236",-0.356806389057034,0.336531731461161,0.876177445529407,0.349250788090486,1,"ENSG00000236268","LINC01361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237",-1.42864541140796,3.71571172552061,137.995678740995,7.3035554783522e-32,7.09467379167133e-28,"ENSG00000114378","HYAL1",9606,3373,"NULL","3","3p21.3-p21.2","hyaluronoglucosaminidase 1","protein-coding","HYAL1","hyaluronoglucosaminidase 1","O","hyaluronidase-1|luCa-1|lung carcinoma pr"
"1238",0.684082945500963,9.17903753627336,20.2859290771011,6.66892358498569e-06,0.0511106303553303,"ENSG00000188643","S100A16",9606,140576,"AAG13","1","1q21","S100 calcium binding protein A16","protein-coding","S100A16","S100 calcium binding protein A16","O","S100 calcium-binding protein A16|aging-a"
"1239",-0.55499476015596,-1.88201594848689,1.81144677253464,0.178334773331885,1,"ENSG00000270258","DUXAP4",9606,503633,"NULL","10","10q11.21","double homeobox A pseudogene 4","pseudo","DUXAP4","double homeobox A pseudogene 4","O","NULL"
"1240",1.2313712542769,7.51062043982469,257.457816507111,6.14697889935807e-58,6.11439991119148e-54,"ENSG00000153046","CDYL",9606,9425,"NULL","6","6p25.1","chromodomain protein, Y-like","protein-coding","CDYL","chromodomain protein, Y-like","O","CDY-like, autosomal|chromodomain Y-like "
"1241",-0.472892055720407,0.115464809450609,8.28784964190191,0.00399112227176852,1,"ENSG00000260277","RP11-101E7.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242",0.871978765043933,-0.992476408464538,4.29493381938008,0.0382260838074867,1,"ENSG00000263212","LA16c-306E5.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243",0,-1.97480200150664,0,1,1,"ENSG00000212230","RNU6-747P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244",-0.311170474121218,2.21195701830372,6.15371337315662,0.0131136477243376,1,"ENSG00000161664","ASB16",9606,92591,"NULL","17","17q21.31","ankyrin repeat and SOCS box containing 16","protein-coding","ASB16","ankyrin repeat and SOCS box containing 16","O","ankyrin repeat and SOCS box protein 16|a"
"1245",0,-1.97480200150664,0,1,1,"ENSG00000250351","RP11-432M8.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246",0.211040051789642,1.6740576795977,0.196342850524303,0.657689128137089,1,"ENSG00000205835","GMNC",9606,647309,"NULL","3","3q28","geminin coiled-coil domain containing","protein-coding","GMNC","geminin coiled-coil domain containing","O","geminin coiled-coil domain-containing pr"
"1247",0.731450387645459,8.19123977427757,53.4023137977515,2.71776563245385e-13,2.41853963632068e-09,"ENSG00000204267","TAP2",9606,6891,"DAAP-57C1.2","6","6p21.3","transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)","protein-coding","TAP2","transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)","O","ABC transporter, MHC 2|ATP-binding casse"
"1248",0.0190224496907119,-1.92089348435358,0.00361518540283612,0.952054954393038,1,"ENSG00000275665","CTB-58E17.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249",0.0724301200278382,-1.97094747707376,0.324037875770422,0.569191074537797,1,"ENSG00000253242","IGLVIV-64",9606,28760,"NULL","22","22q11.2","immunoglobulin lambda variable (IV)-64 (pseudogene)","pseudo","IGLVIV-64","immunoglobulin lambda variable (IV)-64 (pseudogene)","O","NULL"
"1250",0.0394083725489145,-0.0929082341051193,0.0293732116972478,0.863920145994764,1,"ENSG00000230578","RP13-228J13.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251",0.386966421598782,-1.95253765094264,1.93511693819766,0.164199711649125,1,"ENSG00000270815","RP11-56O18.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252",0,-1.97480200150664,0,1,1,"ENSG00000207705","MIR129-1",9606,406917,"NULL","7","7q32.1","microRNA 129-1","miscRNA","MIR129-1","microRNA 129-1","O","NULL"
"1253",-0.550733118795292,-1.88196831401926,1.80676768851349,0.178896462967836,1,"ENSG00000254019","RP11-10J21.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254",-0.0031887198883503,6.85113254762877,0.00170620466977311,0.967051766171079,1,"ENSG00000148814","LRRC27",9606,80313,"RP11-273H7.2","10","10q26.3","leucine rich repeat containing 27","protein-coding","LRRC27","leucine rich repeat containing 27","O","leucine-rich repeat-containing protein 2"
"1255",0.800420667012868,0.421984181827223,0.740630404369995,0.389459011936841,1,"ENSG00000256349","CTD-3074O7.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256",-0.0133936115039602,6.25442373068186,0.0250148680151199,0.874330018840795,1,"ENSG00000120159","CAAP1",9606,79886,"NULL","9","9p21.2","caspase activity and apoptosis inhibitor 1","protein-coding","CAAP1","caspase activity and apoptosis inhibitor 1","O","conserved anti-apoptotic protein"
"1257",0.80280675851834,-1.92054869006622,4.37167456775931,0.0365410653904246,1,"ENSG00000281884","Metazoa_SRP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258",-0.0733729759318384,-1.79455028255547,0.0264910296696996,0.870706890638102,1,"ENSG00000278849","RP11-327I22.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259",0,-1.97480200150664,0,1,1,"ENSG00000274634","AC018361.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260",0.892122319345069,9.34118848935099,218.101659147823,2.34675700377549e-49,2.32704424494378e-45,"ENSG00000111481","COPZ1",9606,22818,"CGI-120","12","12q13.2-q13.3","coatomer protein complex, subunit zeta 1","protein-coding","COPZ1","coatomer protein complex, subunit zeta 1","O","coatomer subunit zeta-1|zeta-1 COP|zeta-"
"1261",-0.450476868793625,-1.80799358496557,0.539164986174825,0.462778989384294,1,"ENSG00000232192","RP11-62I21.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262",2.30221244723083,13.1717009021632,181.096876657578,2.79210389523887e-41,2.74882628486267e-37,"ENSG00000106278","PTPRZ1",9606,5803,"NULL","7","7q31.3","protein tyrosine phosphatase, receptor-type, Z polypeptide 1","protein-coding","PTPRZ1","protein tyrosine phosphatase, receptor-type, Z polypeptide 1","O","protein tyrosine phosphatase, receptor-t"
"1263",0.608854009484771,-0.885906435520001,2.52923853942792,0.111754133826632,1,"ENSG00000213174","RP11-373E16.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264",0.736533585841844,7.19317221713857,109.892267347836,1.03463686504253e-25,9.90457870905218e-22,"ENSG00000155545","MIER3",9606,166968,"NULL","5","5q11.2","mesoderm induction early response 1, family member 3","protein-coding","MIER3","mesoderm induction early response 1, family member 3","O","mesoderm induction early response protei"
"1265",-0.38966361568137,-0.7950689131988,3.03408617121531,0.0815324467347924,1,"ENSG00000234476","RP11-496N12.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266",-1.28149089752435,-1.86824376340128,10.8060134711521,0.00101170924849034,1,"ENSG00000255342","RP11-762B21.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267",-4.63929729634813,3.13253970870905,143.647014536742,4.24391260524146e-33,4.13399526876571e-29,"ENSG00000108342","CSF3",9606,1440,"NULL","17","17q11.2-q12","colony stimulating factor 3 (granulocyte)","protein-coding","CSF3","colony stimulating factor 3 (granulocyte)","O","filgrastim|granulocyte colony-stimulatin"
"1268",0.644659380496441,-1.93433271671058,3.52653440605052,0.0603938993547646,1,"ENSG00000223735","OR51B3P",9606,79342,"NULL","11","11p15.4","olfactory receptor, family 51, subfamily B, member 3 pseudogene","pseudo","OR51B3P","olfactory receptor, family 51, subfamily B, member 3 pseudogene","O","NULL"
"1269",0.417281716398759,-1.85688454955949,0.855945768685615,0.354875732028019,1,"ENSG00000218643","RPL5P20",9606,100131913,"NULL","6","6p22.3","ribosomal protein L5 pseudogene 20","pseudo","RPL5P20","ribosomal protein L5 pseudogene 20","O","NULL"
"1270",0,-1.97480200150664,0,1,1,"ENSG00000265889","Y_RNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271",0.507706820552835,-0.498047806690467,1.45806241732595,0.227238662174526,1,"ENSG00000198491","RP11-208N14.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272",0.750334087879751,-1.63217687605748,2.48421862883349,0.114993445258985,1,"ENSG00000273769","LCA10",9606,643736,"NULL","X","Xq28","lung carcinoma-associated protein 10","protein-coding","NULL","NULL","NULL","putative lung carcinoma-associated prote"
"1273",1.94240085451542,3.43441563731302,25.6809151566294,4.02790771677238e-07,0.00321306198566933,"ENSG00000279690","AP000280.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274",-0.653398742708987,-1.62115877241494,2.19109063148989,0.138810995685497,1,"ENSG00000238213","TARDBPP2",9606,440142,"NULL","13","13q21.2","TAR DNA binding protein pseudogene 2","pseudo","TARDBPP2","TAR DNA binding protein pseudogene 2","O","NULL"
"1275",-0.575506598223037,-1.90102031403271,1.90447377096675,0.167578415413714,1,"ENSG00000276746","Metazoa_SRP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276",-0.509723218048004,-1.93958196725921,1.82028427666061,0.17727944225058,1,"ENSG00000242816","RP11-768G7.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277",-1.56485028802726,-1.87304097793152,16.4738899247328,4.9324690713631e-05,0.364706763136588,"ENSG00000248132","CTD-2037L6.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278",-0.631777264083612,0.124221021860247,5.34622108834856,0.0207672330833656,1,"ENSG00000278068","RP11-15E1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279",-1.33353021250081,3.39582603675667,32.6565044377106,1.09970784425165e-08,9.10558095040367e-05,"ENSG00000206538","VGLL3",9606,389136,"NULL","3","3p12.1","vestigial like 3 (Drosophila)","protein-coding","VGLL3","vestigial like 3 (Drosophila)","O","colon carcinoma related protein|transcri"
"1280",0.245102918039441,6.74148926995095,21.9752859925339,2.76184013010639e-06,0.0214677833313169,"ENSG00000256646","PSMA2",9606,5683,"NULL","7","7p13","proteasome (prosome, macropain) subunit, alpha type, 2","protein-coding","PSMA2","proteasome (prosome, macropain) subunit, alpha type, 2","O","macropain subunit C3|multicatalytic endo"
"1281",0,-1.97480200150664,0,1,1,"ENSG00000258828","KRT8P2",9606,390472,"NULL","14","14q21.2","keratin 8 pseudogene 2","pseudo","KRT8P2","keratin 8 pseudogene 2","O","NULL"
"1282",0,-1.97480200150664,0,1,1,"ENSG00000281585","AC138811.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283",-0.91314410775106,-1.91057107095932,5.35140690036147,0.0207055568183108,1,"ENSG00000224920","TACC1P1",9606,219752,"NULL","10","10p11.21","transforming, acidic coiled-coil containing protein 1 pseudogene 1","pseudo","TACC1P1","transforming, acidic coiled-coil containing protein 1 pseudogene 1","O","NULL"
"1284",-1.5670859196648,-0.829897467670924,35.0848867978447,3.1564104171203e-09,2.64507192954681e-05,"ENSG00000234655","OR7E155P",9606,403297,"NULL","13","13q14.11","olfactory receptor, family 7, subfamily E, member 155 pseudogene","pseudo","OR7E155P","olfactory receptor, family 7, subfamily E, member 155 pseudogene","O","NULL"
"1285",0.0727778114714458,-1.97079792495701,0.324114150886272,0.569145617902433,1,"ENSG00000242863","RN7SL677P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286",0.2037682927263,-1.96456291996362,0.968365439426847,0.325088172146534,1,"ENSG00000253156","RP11-58O3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287",-1.63334823104935,3.68948673220349,91.049137074627,1.40148265574281e-21,1.3192156238507e-17,"ENSG00000130762","ARHGEF16",9606,27237,"RP11-168F9.1","1","1p36.3","Rho guanine nucleotide exchange factor (GEF) 16","protein-coding","ARHGEF16","Rho guanine nucleotide exchange factor (GEF) 16","O","Rho guanine exchange factor (GEF) 16|eph"
"1288",-0.147132263215349,-1.86987513497156,0.109236489666259,0.74101506123723,1,"ENSG00000211796","TRAV16",9606,28667,"NULL","14","14q11","T cell receptor alpha variable 16","other","TRAV16","T cell receptor alpha variable 16","O","NULL"
"1289",0,-1.97480200150664,0,1,1,"ENSG00000279664","AC009491.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290",-0.285578758723804,-1.86358781433578,0.439306382729129,0.507457424977548,1,"ENSG00000223662","SAMSN1-AS1",9606,100874190,"NULL","21","NULL","SAMSN1 antisense RNA 1","miscRNA","SAMSN1-AS1","SAMSN1 antisense RNA 1","O","NULL"
"1291",-0.0277511815200773,-1.56864047025017,0.0066091456122308,0.935206036565208,1,"ENSG00000274044","AC011718.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292",0.796103946217758,11.516135380385,225.171852582994,6.73486224628684e-51,6.68435077943968e-47,"ENSG00000115053","NCL",9606,4691,"NULL","2","2q37.1","nucleolin","protein-coding","NCL","nucleolin","O","NULL"
"1293",-0.673284681420676,-1.65634763618894,1.92745625258543,0.165037012515667,1,"ENSG00000236117","RP4-754E20__A.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294",0,-1.97480200150664,0,1,1,"ENSG00000252756","RNU6-577P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295",-1.00631800381335,-1.90368541266918,6.48506491272397,0.0108784566422842,1,"ENSG00000228086","RP5-837M10.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296",-0.101462013238566,5.12089301650732,0.148237163265918,0.700225712383601,1,"ENSG00000135406","PRPH",9606,5630,"NULL","12","12q12-q13","peripherin","protein-coding","PRPH","peripherin","O","neurofilament 4 (57kD)"
"1297",0.0295085237525145,4.40113793309399,0.0172369926408464,0.895546117436626,1,"ENSG00000164318","EGFLAM",9606,133584,"NULL","5","5p13.2-p13.1","EGF-like, fibronectin type III and laminin G domains","protein-coding","EGFLAM","EGF-like, fibronectin type III and laminin G domains","O","EGF-like, fibronectin type-III and lamin"
"1298",0.0130354664205193,5.43883002161419,0.0160112203614631,0.899308088713937,1,"ENSG00000280254","RP11-81A22.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299",1.7012563124494,7.61034074213965,146.586742692542,9.66211430974267e-34,9.42249387486105e-30,"ENSG00000102996","MMP15",9606,4324,"NULL","16","16q13","matrix metallopeptidase 15 (membrane-inserted)","protein-coding","MMP15","matrix metallopeptidase 15 (membrane-inserted)","O","MMP-15|MT-MMP 2|MT2MMP|matrix metallopro"
"1300",0.515069732620125,-1.69353085235374,1.63586879560367,0.200893229473598,1,"ENSG00000279784","CH507-39O4.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301",0.164400847191297,-1.91209102632259,0.1453978006178,0.702972762884552,1,"ENSG00000224593","RP11-30B1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302",-1.94029578018669,-1.22492136933448,25.349343997313,4.78315024169732e-07,0.00380595264731856,"ENSG00000254779","EGLN1P1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303",0.238047792844528,-1.50027233833069,0.480322466917869,0.488276288666321,1,"ENSG00000230993","RPL12P15",9606,100270920,"NULL","2","2q14.3","ribosomal protein L12 pseudogene 15","pseudo","RPL12P15","ribosomal protein L12 pseudogene 15","O","NULL"
"1304",0.382098564802757,-1.95436919991952,1.92871182580863,0.164899446543347,1,"ENSG00000213414","CTB-47B8.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305",0.204068890836087,-1.96441796057395,0.968559152810851,0.325039785065887,1,"ENSG00000250895","CTD-2158P22.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306",-0.254408352334747,3.62285279465723,3.16294500402307,0.0753271809906926,1,"ENSG00000236255","AC009404.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307",0,-1.97480200150664,0,1,1,"ENSG00000252236","SNORA26",9606,677810,"NULL","4","4q12","small nucleolar RNA, H/ACA box 26","snoRNA","SNORA26","small nucleolar RNA, H/ACA box 26","O","NULL"
"1308",0.383087467773658,6.13532323356728,10.6644380459885,0.00109215027772332,1,"ENSG00000145736","GTF2H2",9606,2966,"NULL","5","5q13.2","general transcription factor IIH, polypeptide 2, 44kDa","protein-coding","GTF2H2","general transcription factor IIH, polypeptide 2, 44kDa","O","BTF2 p44|TFIIH basal transcription facto"
"1309",-1.48757848297409,-0.817528240625323,29.9883548910831,4.3464875894474e-08,0.000354716852174802,"ENSG00000277103","RP11-520B13.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310",-0.683258805005193,4.45036834298942,32.7799012167811,1.03206451376874e-08,8.55478275462908e-05,"ENSG00000205085","FAM71F2",9606,346653,"tcag7.1070","7","7q32.1","family with sequence similarity 71, member F2","protein-coding","FAM71F2","family with sequence similarity 71, member F2","O","family with sequence similarity 137, mem"
"1311",-0.301827111953302,-1.96470871683489,1.34862364962686,0.245518876401186,1,"ENSG00000243883","RN7SL419P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312",-0.0603087449664481,8.461683342837,0.70778316607516,0.400180730771468,1,"ENSG00000130939","UBE4B",9606,10277,"NULL","1","1p36.3","ubiquitination factor E4B","protein-coding","UBE4B","ubiquitination factor E4B","O","UFD2A-III/UBE4B-III splice isoform|homol"
"1313",0,-1.97480200150664,0,1,1,"ENSG00000239192","AC011363.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314",-0.688041875745324,-1.01472041923776,6.07851452395101,0.0136835786269407,1,"ENSG00000160870","CYP3A7",9606,1551,"NULL","7","7q21-q22.1","cytochrome P450, family 3, subfamily A, polypeptide 7","protein-coding","CYP3A7","cytochrome P450, family 3, subfamily A, polypeptide 7","O","aryl hydrocarbon hydroxylase|cytochrome "
"1315",0.376459488348135,11.6556551857458,5.7277745326443,0.0166986313467466,1,"ENSG00000204681","GABBR1",9606,2550,"DAAP-188P13.3","6","6p21.31","gamma-aminobutyric acid (GABA) B receptor, 1","protein-coding","GABBR1","gamma-aminobutyric acid (GABA) B receptor, 1","O","GABA-BR1|GABAB, subunit 1c|gamma-aminobu"
"1316",-0.758473345142556,0.215400585213973,24.7526441396076,6.51793234545748e-07,0.00516089883113323,"ENSG00000229728","RP11-314N13.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317",0.129521850673846,-1.9397226658303,0.113406425199194,0.736298805406677,1,"ENSG00000235784","HNRNPA1P29",9606,100421424,"NULL","13","NULL","heterogeneous nuclear ribonucleoprotein A1 pseudogene 29","pseudo","HNRNPA1P29","heterogeneous nuclear ribonucleoprotein A1 pseudogene 29","O","NULL"
"1318",0.206591061292056,-1.96355728540335,0.97027179192969,0.324612404135867,1,"ENSG00000274863","RP11-97N19.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319",-2.74951405693799,5.80350032408338,201.078222183884,1.21490625639802e-45,1.20178526882892e-41,"ENSG00000154099","DNAAF1",9606,123872,"NULL","16","16q24.1","dynein, axonemal, assembly factor 1","protein-coding","DNAAF1","dynein, axonemal, assembly factor 1","O","dynein assembly factor 1, axonemal|leuci"
"1320",-0.314496678624949,0.612099696247357,3.06328637874049,0.0800795543224292,1,"ENSG00000235297","FAUP1",9606,140623,"NULL","18","18q22.3","FBR-MuSV-associated ubiquitously expressed (fox derived) pseudogene 1","pseudo","FAUP1","FBR-MuSV-associated ubiquitously expressed (fox derived) pseudogene 1","O","NULL"
