"log2FoldChange","logCPM","LR","pvalue","padj","identifier","gene","chrom","strand","Symbol"
-1.28307151496469,8.19369491641172,42.2932499033496,7.85632498595883e-11,6.75879638542038e-07,"ENSG00000185736","ADARB2","chr10","-","ADARB2"
1.00233200010033,6.2654046338871,47.8823189997402,4.52584718616599e-12,3.96871539754895e-08,"ENSG00000140682","TGFB1I1","chr16","+","TGFB1I1"
-1.02884918272905,6.08397418920244,65.9939491870661,4.52309419916228e-16,4.12687114731566e-12,"ENSG00000246705","H2AFJ","chr12","+","H2AFJ"
-3.09010813660648,-1.18404587706132,49.7871486704425,1.71362718301792e-12,1.51141917542181e-08,"ENSG00000183791","TCEB3C","chr18","-","TCEB3C"
-1.09473979527517,5.68236650754492,32.5807368202903,1.14342431190772e-08,9.4641230296602e-05,"ENSG00000171840","NINJ2","chr12","-","NINJ2"
1.36089055302278,5.85288927774217,39.6110302017216,3.09927851273011e-10,2.64213493210242e-06,"ENSG00000173404","INSM1","chr20","+","INSM1"
-2.06398391631324,-1.47179733698545,58.3698009690282,2.17199552144101e-14,1.9552303684012e-10,"ENSG00000137948","BRDT","chr1","+","BRDT"
-3.39198322382767,3.27421507476262,68.4241799093071,1.318508748593e-16,1.20762216283633e-12,"ENSG00000136944","LMX1B","chr9","+","LMX1B"
-1.24210772739624,2.52733568314102,96.9391464847743,7.14911442627824e-23,6.7652069815871e-19,"ENSG00000061455","PRDM6","chr5","+","PRDM6"
1.17222687110048,7.55767353401456,34.9037451516184,3.46413892737522e-09,2.90052352389127e-05,"ENSG00000185008","ROBO2","chr3","+","ROBO2"
-1.4578664371534,0.0594041394574852,65.2989159364696,6.43567377539791e-16,5.86418594414257e-12,"ENSG00000242628","AC009228.1","chr2","+","AC009228.1"
-2.3910839954509,-1.33351543195134,47.8973600413948,4.49125955373652e-12,3.93883462862692e-08,"ENSG00000105205","CLC","chr19","-","CLC"
-1.61588295855257,-0.670978258184591,35.6717697671211,2.3352362110303e-09,1.96183194088655e-05,"ENSG00000259565","KRT8P23","chr15","-","KRT8P23"
-1.37167501733881,-0.56012509468326,33.9382739783151,5.68885103679156e-09,4.74279510937313e-05,"ENSG00000225764","P3H2-AS1","chr3","+","P3H2-AS1"
-1.86309490477115,1.80181058017776,127.615735170203,1.36221054291476e-29,1.31698515288999e-25,"ENSG00000125878","TCF15","chr20","-","TCF15"
-2.02684094568982,0.266374513135647,72.8413597225793,1.40501361929537e-17,1.29486055154261e-13,"ENSG00000278214","RP11-442O1.4","chr16","+","RP11-442O1.4"
1.16097591286472,7.14241386703035,83.0623063909788,7.95074120234624e-20,7.41168094882717e-16,"ENSG00000187676","B3GLCT","chr13","+","B3GLCT"
-1.60005310939663,9.3775371335996,76.007582443033,2.82577589641065e-18,2.61497301453841e-14,"ENSG00000136237","RAPGEF5","chr7","-","RAPGEF5"
-1.066958029467,5.94681126922026,28.714138728342,8.38890280267795e-08,0.000680591684381262,"ENSG00000116299","KIAA1324","chr1","+","KIAA1324"
1.78539438167761,4.15765916688417,32.9470901224111,9.47013847352417e-09,7.85263882224624e-05,"ENSG00000100867","DHRS2","chr14","+","DHRS2"
-1.38741064499927,4.43670636846412,86.1416492066757,1.67497739591388e-20,1.56844883353375e-16,"ENSG00000179698","KIAA1875","chr8","+","KIAA1875"
1.18672203653665,7.62203146759448,70.685108940495,4.19043529611471e-17,3.84849577595175e-13,"ENSG00000198780","FAM169A","chr5","-","FAM169A"
-4.07711206310208,-1.67806046566983,43.6168551831271,3.99384350528831e-11,3.45547340077544e-07,"ENSG00000204640","NMS","chr2","+","NMS"
-1.04938574359928,4.41914932992965,48.9528853257393,2.62185278196004e-12,2.30801700395942e-08,"ENSG00000110852","CLEC2B","chr12","-","CLEC2B"
-1.41528480270782,5.82929567658892,194.654826935156,3.06440187335895e-44,3.02854837144065e-40,"ENSG00000186352","ANKRD37","chr4","+","ANKRD37"
-3.44793333225175,-1.23732290534614,32.6088081737725,1.12702829648337e-08,9.3295402382893e-05,"ENSG00000172016","REG3A","chr2","-","REG3A"
-2.20835132067323,-1.85542062354147,38.0528914679556,6.88525993602961e-10,5.83250369181068e-06,"ENSG00000259690","CTD-3118D7.1","chr15","-","CTD-3118D7.1"
-1.17965842860327,3.52287641095301,31.8997718238943,1.62336223531144e-08,0.00013400855252496,"ENSG00000236754","AC004019.13","chr22","-","AC004019.13"
-1.94336510342584,2.54301702092255,50.3118304200951,1.31156473824798e-12,1.15902975918974e-08,"ENSG00000182566","CLEC4G","chr19","-","CLEC4G"
-1.2686557161611,2.35436470048108,68.123151217818,1.53596674321007e-16,1.40540957003721e-12,"ENSG00000182107","TMEM30B","chr14","-","TMEM30B"
-1.88346977198897,-1.35994351554663,39.6911432124814,2.97471465575558e-10,2.53713412989394e-06,"ENSG00000251544","MTND5P12","chr5","+","MTND5P12"
1.18968693583252,4.4697711048969,32.1296712845399,1.44217841562087e-08,0.000119123937130284,"ENSG00000134061","CD180","chr5","-","CD180"
2.55311819493163,0.385192945404758,81.8895785561066,1.43906099704302e-19,1.33947797604764e-15,"ENSG00000230312","LL0XNC01-116E7.4","chrX","+","LL0XNC01-116E7.4"
2.2510953698324,-0.449130642568404,32.7776288406311,1.03327170377584e-08,8.56375588089413e-05,"ENSG00000265916","RP11-434D2.9","chr17","-","RP11-434D2.9"
-1.96888694298842,0.395985699924697,162.799100429696,2.76764687837338e-37,2.71257070549375e-33,"ENSG00000242085","RPS20P33","chr14","+","RPS20P33"
2.17952058030828,3.10651767330467,33.434697908787,7.36973407402098e-09,6.12940782936325e-05,"ENSG00000129910","CDH15","chr16","+","CDH15"
1.85519636573882,4.71157449471627,47.7254300549376,4.9029046562034e-12,4.29592505976542e-08,"ENSG00000155052","CNTNAP5","chr2","+","CNTNAP5"
-2.45642088013409,0.0362264797835446,96.6215639671728,8.39291765971276e-23,7.93970010608827e-19,"ENSG00000138039","LHCGR","chr2","-","LHCGR"
-2.42789005083272,1.38938407787503,105.510043863524,9.44181208642303e-25,9.00465618682164e-21,"ENSG00000178821","TMEM52","chr1","-","TMEM52"
-2.35334921824529,-1.71383399899603,55.8243362621181,7.92444814882716e-14,7.09238109320031e-10,"ENSG00000267114","CTB-129P6.11","chr19","-","CTB-129P6.11"
-1.54049501433496,6.09850992573876,224.168401442015,1.11477384167086e-50,1.10619008308999e-46,"ENSG00000185864","NPIPB4","chr16","-","NPIPB4"
-2.29514369152624,2.41938443868886,43.5199329270749,4.19662847253341e-11,3.62966396589415e-07,"ENSG00000234394","RP11-561O23.5","chr9","+","RP11-561O23.5"
1.1318804435488,8.70089075466849,297.837054390408,9.75012006328986e-67,9.72476975112531e-63,"ENSG00000177383","MAGEF1","chr3","-","MAGEF1"
-1.15946841127358,0.0478492138238819,50.6622941339768,1.09707083289902e-12,9.70249444615892e-09,"ENSG00000229222","KRT18P4","chr20","+","KRT18P4"
-1.04174223563329,6.40296451343902,142.863179089208,6.29718202032309e-33,6.13156613318859e-29,"ENSG00000095383","TBC1D2","chr9","-","TBC1D2"
-1.18317316302702,8.14518874208653,86.192230804377,1.63267832406291e-20,1.52900325048491e-16,"ENSG00000167995","BEST1","chr11","+","BEST1"
-1.56421175177839,5.10263285687045,89.55278273222,2.98565555575656e-21,2.80711335352231e-17,"ENSG00000204682","CASC10","chr10","-","CASC10"
1.85323819947278,0.89546077061582,31.2816190428418,2.23182734704305e-08,0.000183456207926939,"ENSG00000167914","GSDMA","chr17","+","GSDMA"
-1.30751650943887,-0.0815250287167054,42.0456444175796,8.91675792192759e-11,7.66127840652018e-07,"ENSG00000235010","RP11-140A10.3","chr10","-","RP11-140A10.3"
-1.41466672158002,1.74413903576045,51.8853864805497,5.88366877788847e-13,5.22057930662044e-09,"ENSG00000187726","DNAJB13","chr11","+","DNAJB13"
-2.06397197147067,-1.72866235214994,31.4823985555008,2.0125635171757e-08,0.000165674228733904,"ENSG00000277095","CH17-333M13.1","chr1","+","CH17-333M13.1"
-1.64507258183874,3.12416288231448,199.737451113125,2.38301142623012e-45,2.35703660168421e-41,"ENSG00000181016","LSMEM1","chr7","+","LSMEM1"
-2.39754932982812,-1.36353639888806,81.0594518692471,2.19028262724675e-19,2.03674381507676e-15,"ENSG00000235349","RP11-561N12.6","chr7","-","RP11-561N12.6"
1.76432725690095,5.45994157229481,47.8154666337368,4.68283174380082e-12,4.10450202344142e-08,"ENSG00000164611","PTTG1","chr5","+","PTTG1"
-2.24985502634289,-1.68364803944618,29.3193977539704,6.13781913424651e-08,0.000499557099336324,"ENSG00000183607","GKN2","chr2","-","GKN2"
-1.72374993041773,6.52792633551415,304.67119830673,3.16300814271854e-68,3.15573322399029e-64,"ENSG00000246922","UBAP1L","chr15","-","UBAP1L"
-1.50621594256262,6.96499177521521,258.642495407095,3.39174074502922e-58,3.37444286722958e-54,"ENSG00000188599","NPIPP1","chr16","-","NPIPP1"
2.32094947181065,7.13378602626225,177.868627186941,1.41514350865024e-40,1.39193515510837e-36,"ENSG00000073111","MCM2","chr3","+","MCM2"
-2.04271641082687,1.01394916364003,184.860067800369,4.21062401100826e-42,4.15083315005195e-38,"ENSG00000273125","RP11-115H18.1","chr3","+","RP11-115H18.1"
-1.86575236100349,0.340248794036215,88.53036894417,5.0060403297574e-21,4.70017126560922e-17,"ENSG00000213642","RP11-561N12.5","chr7","-","RP11-561N12.5"
-1.94962319857463,1.37560969504657,182.433635054145,1.42586467080191e-41,1.40461928720696e-37,"ENSG00000277692","RP11-358N2.2","chr20","+","RP11-358N2.2"
3.65392567911724,4.91564643743231,172.87819767795,1.74008111138875e-39,1.7094556838283e-35,"ENSG00000169679","BUB1","chr2","-","BUB1"
-3.20887670810817,1.78041546488716,235.028202462811,4.77337744325386e-53,4.73996380115109e-49,"ENSG00000228376","GAS2L1P2","chr9","-","GAS2L1P2"
-2.5907318117492,0.727183953461077,65.5929203471634,5.54375509058709e-16,5.05590464261543e-12,"ENSG00000122859","NEUROG3","chr10","-","NEUROG3"
2.38935019983477,2.49749771876249,119.249909483504,9.2332306919357e-28,8.88698454098811e-24,"ENSG00000243964","RPL23AP65","chr11","+","RPL23AP65"
2.07655885334074,-0.719254557253348,28.9112451195935,7.57717415059249e-08,0.000615418084511122,"ENSG00000227920","RP1-153P14.5","chr6","+","RP1-153P14.5"
-1.41028519972391,1.57351345439529,42.5678227186185,6.82733275995252e-11,5.87901623959511e-07,"ENSG00000254507","RP11-481A20.10","chr8","-","RP11-481A20.10"
1.04462423136407,9.99636678329488,60.9735227413118,5.78475989423756e-15,5.23347227631672e-11,"ENSG00000048707","VPS13D","chr1","+","VPS13D"
-1.19174161590593,-0.49368935078994,42.8127615195881,6.02379095243341e-11,5.19371255918809e-07,"ENSG00000244668","SNRPCP3","chr3","-","SNRPCP3"
8.28281981405068,1.96652451059244,121.303266670825,3.27963000164174e-28,3.16025146958198e-24,"ENSG00000236311","TLX1NB","chr10","-","TLX1NB"
-4.14916403621003,3.32745630894064,111.099358050201,5.62782313669361e-26,5.39145456495247e-22,"ENSG00000171517","LPAR3","chr1","-","LPAR3"
-1.35593483199056,3.89176567438109,126.180633173643,2.80731518909582e-29,2.71130500962874e-25,"ENSG00000267296","CEBPA-AS1","chr19","+","CEBPA-AS1"
-1.47957443862933,2.55284899810053,44.3802694263485,2.70398622140718e-11,2.34624884431501e-07,"ENSG00000185761","ADAMTSL5","chr19","-","ADAMTSL5"
-2.24914762518283,-1.71605112782924,52.7613986464993,3.76631169183259e-13,3.34862772520836e-09,"ENSG00000229515","FLT1P1","chr3","-","FLT1P1"
2.47112254340725,7.94122987444601,159.993535887294,1.13516937881285e-36,1.11144433879566e-32,"ENSG00000087245","MMP2","chr16","+","MMP2"
1.00058426525028,5.96598610135015,151.773728277706,7.10034784532182e-35,6.93703984487942e-31,"ENSG00000217555","CKLF","chr16","+","CKLF"
-2.15754264452603,-0.276498137287972,72.0258095978512,2.12401054987733e-17,1.95493931010709e-13,"ENSG00000248100","RP11-709A23.1","chr12","-","RP11-709A23.1"
3.66217768433281,3.71199898030108,39.8462451300997,2.74761898485514e-10,2.34454327977689e-06,"ENSG00000132915","PDE6A","chr5","-","PDE6A"
-2.09340385252721,-1.68762169509368,43.2795214919971,4.74523954379906e-11,4.09893791793363e-07,"ENSG00000268170","RP11-556I13.2","chr7","-","RP11-556I13.2"
1.04033520262597,7.46359048080399,157.18820897279,4.65611735582386e-36,4.55647644440923e-32,"ENSG00000170266","GLB1","chr3","-","GLB1"
1.14623419848777,11.1357339321456,126.052943622747,2.99388495950993e-29,2.89119470539873e-25,"ENSG00000022267","FHL1","chrX","+","FHL1"
-1.88848929984659,-1.19485292595797,37.0129629020152,1.17346504055777e-09,9.90991226751037e-06,"ENSG00000232880","RP3-453C12.8","chr20","-","RP3-453C12.8"
-2.53299072968373,-0.273222355300181,96.3133640684909,9.80658474079734e-23,9.27310653089797e-19,"ENSG00000227764","RP11-354K1.1","chr1","+","RP11-354K1.1"
-1.47064845223631,-0.961044027029061,38.5062661071749,5.45781709956029e-10,4.63095780897691e-06,"ENSG00000235209","CTA-150C2.13","chr22","+","CTA-150C2.13"
-1.34776411383545,2.02071296668052,40.2118085876482,2.27866708694632e-10,1.9482603593391e-06,"ENSG00000162782","TDRD5","chr1","+","TDRD5"
-1.29724231850973,-0.764744116519761,28.5975659841129,8.90941047314244e-08,0.000722553189371852,"ENSG00000274092","CTD-3203P2.3","chr16","-","CTD-3203P2.3"
-1.83865976865134,-1.2346805903521,39.8095965191162,2.79966135176278e-10,2.388671065324e-06,"ENSG00000177462","OR2T8","chr1","+","OR2T8"
1.1214263223312,5.84218205500792,128.640680732617,8.12772869098209e-30,7.86276473565607e-26,"ENSG00000170734","POLH","chr6","+","POLH"
-2.78549316528768,-1.3210529334239,98.7104262199329,2.92259333026103e-23,2.77178751441956e-19,"ENSG00000162840","MT2P1","chr4","+","MT2P1"
-2.36012786436351,-1.42830818096909,42.8062684891778,6.04381811758364e-11,5.21037559916886e-07,"ENSG00000231213","PLSCR5","chr3","-","PLSCR5"
1.0771437281395,4.96861224772172,95.2446340316656,1.68253629045117e-22,1.58949203358922e-18,"ENSG00000280187","CTC-351M12.1","chr5","-","CTC-351M12.1"
-2.15923771469999,4.51524503954488,129.008671400249,6.75227357160144e-30,6.53282468052439e-26,"ENSG00000271474","RP11-710C12.1","chr4","+","RP11-710C12.1"
2.67984292803633,5.63960688945418,52.5966192700821,4.09593680682319e-13,3.64087822758514e-09,"ENSG00000276085","CCL3L3","chr17","-","CCL3L3"
-2.54441304254806,-1.88979286491574,51.5536941875888,6.96654802885417e-13,6.17793479198787e-09,"ENSG00000226733","RP11-397G17.1","chr6","+","RP11-397G17.1"
1.06534921548249,4.21591776894897,88.6770038675147,4.64837648086614e-21,4.3648255155333e-17,"ENSG00000237984","PTENP1","chr9","-","PTENP1"
-1.32543470647218,3.52218968021059,78.9961120967742,6.2232285238847e-19,5.77453374731262e-15,"ENSG00000260025","RP11-490M8.1","chr2","-","RP11-490M8.1"
-1.47580614201473,0.304282161773129,64.4269103022703,1.00180501460084e-15,9.1114166077946e-12,"ENSG00000168828","OR13J1","chr9","-","OR13J1"
-1.38687818192179,4.22379900282372,78.7634092499337,7.00118955868998e-19,6.49360331568495e-15,"ENSG00000142530","FAM71E1","chr19","-","FAM71E1"
-1.46581642353878,1.67927965986197,71.4453461920078,2.85045318327343e-17,2.62127674733825e-13,"ENSG00000079385","CEACAM1","chr19","-","CEACAM1"
1.58060660567561,6.9497376900473,482.477489680184,6.17518980882299e-107,6.17333725188035e-103,"ENSG00000175283","DOLK","chr9","-","DOLK"
-2.01232757216514,-0.921061355370663,90.5856592565369,1.77139611840704e-21,1.66688374742102e-17,"ENSG00000236047","AC073410.1","chr2","+","AC073410.1"
-1.86462547966835,1.1712341484502,50.9629644242502,9.41252713912484e-13,8.33573403440896e-09,"ENSG00000150201","FXYD4","chr10","+","FXYD4"
-3.20419296877332,0.420016480867109,205.331265618503,1.43385346962524e-46,1.41937154958203e-42,"ENSG00000229415","SFTA3","chr14","-","SFTA3"
-2.22222703253418,-0.0089181483926561,96.9126414040336,7.2454600710891e-23,6.85565431926451e-19,"ENSG00000280537","RP11-33O4.2","chr2","-","RP11-33O4.2"
-1.47043384253938,0.621688585022918,54.8556920409201,1.29712550881178e-13,1.1584627919198e-09,"ENSG00000275426","CH17-262A2.1","chr4","+","CH17-262A2.1"
-1.51389682940266,3.29499967963984,37.7470550050701,8.05382130720766e-10,6.81675435442056e-06,"ENSG00000282033","RP11-506F3.1","chr2","-","RP11-506F3.1"
-2.16202185163695,-1.79748593998206,39.3561293590081,3.53142602107511e-10,3.00736239954756e-06,"ENSG00000255282","WTAPP1","chr11","+","WTAPP1"
5.68164488655394,6.48618725003412,196.573556927805,1.16839604108284e-44,1.1550763262145e-40,"ENSG00000197415","VEPH1","chr3","-","VEPH1"
-1.9880541322874,9.94464455021788,67.0539102690467,2.64183070538475e-16,2.4148974477922e-12,"ENSG00000172508","CARNS1","chr11","+","CARNS1"
-1.60955466855206,2.64391449931647,234.595912585151,5.93051986578169e-53,5.88841317473464e-49,"ENSG00000274776","RP11-687F6.5","chr18","-","RP11-687F6.5"
-2.55380811052164,4.7163639719348,44.0815834887886,3.149704615852e-11,2.73110887240527e-07,"ENSG00000169035","KLK7","chr19","-","KLK7"
-2.20277360183206,6.13685830270539,155.920927594298,8.80940506958266e-36,8.61559815805184e-32,"ENSG00000119782","FKBP1B","chr2","+","FKBP1B"
1.61287698673908,9.17691494712667,56.8894356669279,4.61015778090182e-14,4.13392848213466e-10,"ENSG00000173372","C1QA","chr1","+","C1QA"
2.40391386994622,6.54087587973417,36.8626330703796,1.26752110600789e-09,1.06921131336143e-05,"ENSG00000119973","PRLHR","chr10","-","PRLHR"
1.33663659433061,1.84312186838408,75.6646053369645,3.36180084416692e-18,3.10899342068557e-14,"ENSG00000213326","RPS7P11","chr17","-","RPS7P11"
-2.06073596946374,-0.698516503940044,77.1824362043542,1.55873564759956e-18,1.44448032463052e-14,"ENSG00000235189","RP4-537K23.4","chrX","-","RP4-537K23.4"
-2.02829777069157,-1.33273424116712,54.3777697738757,1.65423690325666e-13,1.47541389401461e-09,"ENSG00000244018","RPL35P6","chr8","-","RPL35P6"
-2.02278699068022,0.489932229695397,150.800753318474,1.15860958957915e-34,1.13115054230613e-30,"ENSG00000279360","RP11-946P6.4","chr12","-","RP11-946P6.4"
-3.28001273371229,1.25143200092742,180.140126695607,4.5167394542652e-41,4.44582664483323e-37,"ENSG00000236700","LINC01010","chr6","+","LINC01010"
-2.14830590821425,-0.487704668421812,140.132381075443,2.49037734123972e-32,2.42189196435563e-28,"ENSG00000078795","PKD2L2","chr5","+","PKD2L2"
1.12045348952241,4.92771484282353,151.542699324807,7.97578598080998e-35,7.78915258885903e-31,"ENSG00000079150","FKBP7","chr2","-","FKBP7"
-1.42281263939184,-0.624707094525791,45.7441461635066,1.34751438232334e-11,1.17260701549777e-07,"ENSG00000102145","GATA1","chrX","+","GATA1"
-2.3437190704086,-0.94391744988319,45.6985472260735,1.37925028279915e-11,1.19994774603526e-07,"ENSG00000172478","C2orf54","chr2","-","C2ORF54"
-1.84067499548862,-0.142332767434414,48.332805983303,3.59684190187846e-12,3.15946592661004e-08,"ENSG00000204001","LCN8","chr9","-","LCN8"
-2.15629176773128,0.285047133634304,88.030941296117,6.44385515645511e-21,6.04562490778618e-17,"ENSG00000116032","GRIN3B","chr19","+","GRIN3B"
-1.0585471850136,1.33537527698868,37.3917326392767,9.66308761420145e-10,8.17207319533017e-06,"ENSG00000272688","RP13-270P17.3","chr18","-","RP13-270P17.3"
-1.93956114959458,-1.66196528143714,37.0408885718917,1.15677859639598e-09,9.77015202516044e-06,"ENSG00000238210","RP13-210D15.4","chrX","+","RP13-210D15.4"
-2.1041485329335,-1.84444840299135,33.7970121591551,6.11727421686715e-09,5.09568942265033e-05,"ENSG00000235728","AC007349.5","chr7","+","AC007349.5"
1.38043686717451,0.244829819442075,29.5264194837755,5.5159664877989e-08,0.000449275470431221,"ENSG00000126010","GRPR","chrX","+","GRPR"
1.22393419850177,9.19053821715324,179.289182743683,6.92822880991863e-41,6.81737714895993e-37,"ENSG00000115758","ODC1","chr2","-","ODC1"
1.02520280199376,6.42946707826651,134.742296474183,3.75928059329764e-31,3.64575031938005e-27,"ENSG00000175548","ALG10B","chr12","+","ALG10B"
-1.65120584305427,3.02029257699247,227.240757418864,2.38288377787471e-51,2.36548872629622e-47,"ENSG00000253636","RP11-531A24.5","chr8","+","RP11-531A24.5"
1.9572019155299,7.79414959248416,65.536696909009,5.7041865433243e-16,5.2010772902031e-12,"ENSG00000092054","MYH7","chr14","-","MYH7"
-2.18929493951191,-1.23925293277825,45.4977900641858,1.52811146773667e-11,1.32884573234381e-07,"ENSG00000240761","AC098831.4","chr2","-","AC098831.4"
-2.08877867602046,-1.28108749338157,46.3990113644842,9.6464171105231e-12,8.40685251182088e-08,"ENSG00000261231","RP11-523L20.2","chr16","+","RP11-523L20.2"
-1.05421056534072,3.59703539745115,85.8998928308281,1.89279043328626e-20,1.77165184555594e-16,"ENSG00000224897","POT1-AS1","chr7","+","POT1-AS1"
4.65930984814506,10.1147455841512,264.905287279107,1.46324908189028e-59,1.45651813611359e-55,"ENSG00000090932","DLL3","chr19","+","DLL3"
1.10658620324271,7.317866513867,128.199158621924,1.01526609922282e-29,9.8196537116831e-26,"ENSG00000248098","BCKDHA","chr19","+","BCKDHA"
-1.34040703359459,-0.28665758908104,45.1924755419517,1.78589937461925e-11,1.55212514648159e-07,"ENSG00000269978","RP11-338N10.3","chr1","-","RP11-338N10.3"
1.61028823712528,4.5312841819762,38.7399985081918,4.84184785112432e-10,4.11363393431522e-06,"ENSG00000151388","ADAMTS12","chr5","-","ADAMTS12"
-4.13845323128629,2.90553465547882,160.883728585024,7.25383224863207e-37,7.10585407075998e-33,"ENSG00000182698","RESP18","chr2","-","RESP18"
-1.39309447530367,6.17480800579571,64.4718072325779,9.79235283495094e-16,8.90810337395487e-12,"ENSG00000006757","PNPLA4","chrX","-","PNPLA4"
-2.18283377031606,-1.40086221776227,33.5527103892922,6.93586579186534e-09,5.77202751199034e-05,"ENSG00000186795","KCNK18","chr10","+","KCNK18"
-1.49682482986603,0.31805755782138,60.1797180228538,8.65797630262695e-15,7.8190183989024e-11,"ENSG00000259744","RP11-138H8.6","chr15","-","RP11-138H8.6"
-2.43629870943886,-0.0494084228283686,107.419358726277,3.60270305271274e-25,3.43986087473012e-21,"ENSG00000213376","GAPDHP71","chr5","+","GAPDHP71"
-1.38143916035425,2.02052367127616,40.8052605853857,1.68179753927363e-10,1.44012323288001e-06,"ENSG00000213225","AC018804.7","chr2","+","AC018804.7"
1.43355620505941,3.38018719145735,49.8061968251275,1.69707122083161e-12,1.49715623101765e-08,"ENSG00000242516","LINC00960","chr3","+","LINC00960"
1.09528841052518,1.00146905989914,39.2738881060588,3.68334328672498e-10,3.1352618056603e-06,"ENSG00000258777","HIF1A-AS1","chr14","-","HIF1A-AS1"
-1.40771322279183,-0.805330265516959,39.2587387638948,3.71203280423263e-10,3.15893991640197e-06,"ENSG00000223549","MTND5P28","chr2","+","MTND5P28"
1.27180460487976,7.87260204535982,313.526277270087,3.72445469362418e-70,3.71663333876757e-66,"ENSG00000175792","RUVBL1","chr3","-","RUVBL1"
1.24694308239967,6.16476715191053,120.128130124535,5.93038302667354e-28,5.71036581638395e-24,"ENSG00000153982","GDPD1","chr17","+","GDPD1"
1.90055767782454,0.448038993245202,31.3632418576533,2.13994190475654e-08,0.000176010221666226,"ENSG00000239454","RP11-508O18.1","chr3","+","RP11-508O18.1"
-1.20513047775474,10.806445521482,51.088144822829,8.83100283234493e-13,7.82338540917437e-09,"ENSG00000171368","TPPP","chr5","-","TPPP"
2.61522985521096,-0.804899208090471,52.8672213652359,3.56875847427793e-13,3.17441066287021e-09,"ENSG00000234981","RP11-534L20.4","chr1","+","RP11-534L20.4"
-1.59570225013983,4.48814145898291,93.6604365067767,3.7457380142166e-22,3.53372924261194e-18,"ENSG00000186281","GPAT2","chr2","-","GPAT2"
-1.62730791009376,0.448947844265206,82.3088474978445,1.16399916586682e-19,1.08426522300495e-15,"ENSG00000279908","RP11-325I22.3","chr5","-","RP11-325I22.3"
-3.06599688726099,0.480142301003984,120.539897125849,4.81878435967703e-28,4.64097121680494e-24,"ENSG00000186160","CYP4Z1","chr1","+","CYP4Z1"
-1.52989996417653,1.42243782844459,94.4991375861898,2.4519920749774e-22,2.31517091719366e-18,"ENSG00000275720","CTB-75G16.3","chr17","+","CTB-75G16.3"
-1.0910816259794,1.46221063401233,64.6164603746403,9.0992037865019e-16,8.27936552533807e-12,"ENSG00000233122","CTAGE7P","chr10","+","CTAGE7P"
-1.50925282927924,5.01180016702903,50.2281054563821,1.36873351503736e-12,1.2090023138325e-08,"ENSG00000101222","SPEF1","chr20","-","SPEF1"
1.9742462064386,1.47905094519145,43.6222229864985,3.98290384839547e-11,3.44680499040144e-07,"ENSG00000128165","ADM2","chr22","+","ADM2"
-1.43808156834785,5.58473404013946,106.865431852782,4.76447194933132e-25,4.54816492283168e-21,"ENSG00000137834","SMAD6","chr15","+","SMAD6"
-2.07309154717117,2.32699075233256,31.185176373862,2.3455032554571e-08,0.000192706547468355,"ENSG00000152611","CAPSL","chr5","-","CAPSL"
-2.14469944236134,13.2438129584093,242.414862939285,1.16995285948395e-54,1.16246516118325e-50,"ENSG00000212907","MT-ND4L","chrM","+","MT-ND4L"
-1.14902647806873,0.127942489893328,33.4690390574355,7.24074901240017e-09,6.0235791034157e-05,"ENSG00000217889","KRT18P48","chrX","-","KRT18P48"
-1.54039730633836,2.96304897798706,77.1583868053996,1.57783196519546e-18,1.46201909895011e-14,"ENSG00000274286","ADRA2B","chr2","-","ADRA2B"
-2.07599790263583,-1.60558512173062,40.5275919055936,1.93859055989306e-10,1.6586580830445e-06,"ENSG00000224661","AC010907.5","chr2","-","AC010907.5"
2.81627763476722,3.01719025199081,46.3695858493465,9.79237590539429e-12,8.53209712637005e-08,"ENSG00000015413","DPEP1","chr16","+","DPEP1"
4.3914691467109,1.94543529045226,97.6140682908556,5.08414260669332e-23,4.81569987705992e-19,"ENSG00000174450","GOLGA6L2","chr15","-","GOLGA6L2"
-1.10792503440115,6.26296861761858,81.6081820173509,1.65925789112196e-19,1.54344169032165e-15,"ENSG00000213199","ASIC3","chr7","+","ASIC3"
-2.78689978258487,-0.681044770344446,185.702166112487,2.75746865011967e-42,2.719139835883e-38,"ENSG00000215478","CES5AP1","chr22","-","CES5AP1"
1.25439184330917,8.99948981662466,95.990809944093,1.15418002117712e-22,1.09116179202085e-18,"ENSG00000171310","CHST11","chr12","+","CHST11"
2.55664164208237,5.76942655956243,56.7319421919073,4.99456320411804e-14,4.47762591249183e-10,"ENSG00000169436","COL22A1","chr8","-","COL22A1"
-2.52881846309934,-1.67980120204669,50.949480332547,9.47741013702369e-13,8.39129893532078e-09,"ENSG00000203616","RHOT1P2","chr21","-","RHOT1P2"
-1.82505590011549,0.59510978776472,79.6206075372819,4.53668923633393e-19,4.21231595593605e-15,"ENSG00000242593","RP5-921G16.1","chr7","+","RP5-921G16.1"
1.47087718614093,7.27399342336716,62.4953027909341,2.67080885772163e-15,2.4216223912962e-11,"ENSG00000100678","SLC8A3","chr14","-","SLC8A3"
1.22533207167434,9.1684636061199,391.78272455285,3.38671154925191e-87,3.38400218001251e-83,"ENSG00000115241","PPM1G","chr2","-","PPM1G"
-1.72397169954685,-1.09396707009287,30.4037105967132,3.50856381172411e-08,0.000286965434160915,"ENSG00000249201","CTD-3080P12.3","chr5","-","CTD-3080P12.3"
