"","highExpGenes"
"ENSG00000174227",TRUE
"ENSG00000174231",TRUE
"ENSG00000174233",TRUE
"ENSG00000174236",FALSE
"ENSG00000174238",TRUE
"ENSG00000174243",TRUE
"ENSG00000174255",FALSE
"ENSG00000174276",TRUE
"ENSG00000174279",FALSE
"ENSG00000174282",TRUE
"ENSG00000174292",TRUE
"ENSG00000174306",TRUE
"ENSG00000174307",TRUE
"ENSG00000174325",FALSE
"ENSG00000174326",TRUE
"ENSG00000174327",TRUE
"ENSG00000174332",TRUE
"ENSG00000174339",FALSE
"ENSG00000174343",FALSE
"ENSG00000174348",TRUE
"ENSG00000174353",TRUE
"ENSG00000174358",FALSE
"ENSG00000174365",TRUE
"ENSG00000174370",TRUE
"ENSG00000174371",TRUE
"ENSG00000174373",TRUE
"ENSG00000174384",TRUE
"ENSG00000174403",FALSE
"ENSG00000174405",TRUE
"ENSG00000174407",FALSE
"ENSG00000174408",FALSE
"ENSG00000174417",FALSE
"ENSG00000174418",FALSE
"ENSG00000174428",TRUE
"ENSG00000174429",FALSE
"ENSG00000174437",TRUE
"ENSG00000174442",TRUE
"ENSG00000174444",TRUE
"ENSG00000174446",TRUE
"ENSG00000174448",FALSE
"ENSG00000174450",FALSE
"ENSG00000174453",FALSE
"ENSG00000174456",TRUE
"ENSG00000174460",FALSE
"ENSG00000174469",TRUE
"ENSG00000174473",TRUE
"ENSG00000174482",FALSE
"ENSG00000174483",TRUE
"ENSG00000174485",TRUE
"ENSG00000174495",FALSE
"ENSG00000174498",TRUE
"ENSG00000174500",TRUE
"ENSG00000174501",TRUE
"ENSG00000174502",FALSE
"ENSG00000174514",TRUE
"ENSG00000174516",TRUE
"ENSG00000174521",FALSE
"ENSG00000174527",FALSE
"ENSG00000174529",TRUE
"ENSG00000174547",TRUE
"ENSG00000174562",FALSE
"ENSG00000174564",TRUE
"ENSG00000174567",TRUE
"ENSG00000174572",FALSE
"ENSG00000174574",TRUE
"ENSG00000174576",FALSE
"ENSG00000174579",TRUE
"ENSG00000174586",TRUE
"ENSG00000174599",TRUE
"ENSG00000174600",TRUE
"ENSG00000174606",TRUE
"ENSG00000174607",TRUE
"ENSG00000174611",FALSE
"ENSG00000174628",TRUE
"ENSG00000174640",TRUE
"ENSG00000174652",TRUE
"ENSG00000174667",FALSE
"ENSG00000174669",TRUE
"ENSG00000174672",TRUE
"ENSG00000174677",FALSE
"ENSG00000174678",FALSE
"ENSG00000174680",TRUE
"ENSG00000174684",TRUE
"ENSG00000174695",TRUE
"ENSG00000174697",TRUE
"ENSG00000174705",TRUE
"ENSG00000174715",FALSE
"ENSG00000174718",TRUE
"ENSG00000174720",TRUE
"ENSG00000174721",TRUE
"ENSG00000174738",TRUE
"ENSG00000174740",TRUE
"ENSG00000174744",TRUE
"ENSG00000174748",TRUE
"ENSG00000174749",TRUE
"ENSG00000174775",TRUE
"ENSG00000174776",FALSE
"ENSG00000174780",TRUE
"ENSG00000174788",TRUE
"ENSG00000174791",TRUE
"ENSG00000174792",FALSE
"ENSG00000174796",TRUE
"ENSG00000174799",TRUE
"ENSG00000174804",TRUE
"ENSG00000174807",TRUE
"ENSG00000174808",TRUE
"ENSG00000174827",TRUE
"ENSG00000174837",TRUE
"ENSG00000174839",TRUE
"ENSG00000174840",TRUE
"ENSG00000174842",TRUE
"ENSG00000174844",TRUE
"ENSG00000174851",TRUE
"ENSG00000174871",TRUE
"ENSG00000174876",FALSE
"ENSG00000174885",FALSE
"ENSG00000174886",TRUE
"ENSG00000174891",TRUE
"ENSG00000174898",FALSE
"ENSG00000174899",TRUE
"ENSG00000174903",TRUE
"ENSG00000174912",TRUE
"ENSG00000174914",FALSE
"ENSG00000174915",TRUE
"ENSG00000174917",TRUE
"ENSG00000174928",TRUE
"ENSG00000174930",FALSE
"ENSG00000174937",FALSE
"ENSG00000174938",TRUE
"ENSG00000174939",TRUE
"ENSG00000174942",FALSE
"ENSG00000174943",TRUE
"ENSG00000174944",TRUE
"ENSG00000174945",TRUE
"ENSG00000174946",TRUE
"ENSG00000174948",FALSE
"ENSG00000174950",TRUE
"ENSG00000174951",TRUE
"ENSG00000174953",TRUE
"ENSG00000174957",FALSE
"ENSG00000174963",FALSE
"ENSG00000174970",FALSE
"ENSG00000174977",FALSE
"ENSG00000174982",FALSE
"ENSG00000174989",TRUE
"ENSG00000174990",FALSE
"ENSG00000174992",FALSE
"ENSG00000174996",TRUE
"ENSG00000175003",FALSE
"ENSG00000175018",FALSE
"ENSG00000175029",TRUE
"ENSG00000175040",TRUE
"ENSG00000175048",TRUE
"ENSG00000175054",TRUE
"ENSG00000175061",TRUE
"ENSG00000175063",TRUE
"ENSG00000175065",FALSE
"ENSG00000175066",TRUE
"ENSG00000175073",TRUE
"ENSG00000175077",FALSE
"ENSG00000175084",TRUE
"ENSG00000175087",TRUE
"ENSG00000175093",TRUE
"ENSG00000175097",FALSE
"ENSG00000175104",TRUE
"ENSG00000175105",TRUE
"ENSG00000175106",TRUE
"ENSG00000175110",TRUE
"ENSG00000175115",TRUE
"ENSG00000175121",FALSE
"ENSG00000175130",TRUE
"ENSG00000175137",TRUE
"ENSG00000175143",FALSE
"ENSG00000175147",TRUE
"ENSG00000175155",TRUE
"ENSG00000175161",TRUE
"ENSG00000175164",TRUE
"ENSG00000175166",TRUE
"ENSG00000175170",FALSE
"ENSG00000175175",TRUE
"ENSG00000175182",TRUE
"ENSG00000175183",TRUE
"ENSG00000175189",FALSE
"ENSG00000175193",TRUE
"ENSG00000175197",TRUE
"ENSG00000175198",TRUE
"ENSG00000175202",FALSE
"ENSG00000175203",TRUE
"ENSG00000175206",FALSE
"ENSG00000175213",TRUE
"ENSG00000175215",TRUE
"ENSG00000175216",TRUE
"ENSG00000175220",TRUE
"ENSG00000175221",TRUE
"ENSG00000175224",TRUE
"ENSG00000175229",FALSE
"ENSG00000175262",FALSE
"ENSG00000175264",TRUE
"ENSG00000175265",TRUE
"ENSG00000175267",FALSE
"ENSG00000175274",TRUE
"ENSG00000175279",TRUE
"ENSG00000175283",TRUE
"ENSG00000175287",TRUE
"ENSG00000175294",FALSE
"ENSG00000175302",FALSE
"ENSG00000175305",TRUE
"ENSG00000175309",TRUE
"ENSG00000175311",FALSE
"ENSG00000175315",TRUE
"ENSG00000175318",TRUE
"ENSG00000175319",FALSE
"ENSG00000175322",TRUE
"ENSG00000175324",TRUE
"ENSG00000175325",FALSE
"ENSG00000175329",FALSE
"ENSG00000175334",TRUE
"ENSG00000175336",TRUE
"ENSG00000175344",TRUE
"ENSG00000175348",TRUE
"ENSG00000175352",TRUE
"ENSG00000175354",TRUE
"ENSG00000175356",TRUE
"ENSG00000175376",TRUE
"ENSG00000175387",TRUE
"ENSG00000175390",TRUE
"ENSG00000175393",FALSE
"ENSG00000175395",TRUE
"ENSG00000175398",FALSE
"ENSG00000175414",TRUE
"ENSG00000175416",TRUE
"ENSG00000175426",TRUE
"ENSG00000175445",TRUE
"ENSG00000175449",TRUE
"ENSG00000175455",TRUE
"ENSG00000175463",TRUE
"ENSG00000175467",TRUE
"ENSG00000175470",TRUE
"ENSG00000175471",TRUE
"ENSG00000175482",TRUE
"ENSG00000175485",FALSE
"ENSG00000175489",TRUE
"ENSG00000175497",FALSE
"ENSG00000175505",TRUE
"ENSG00000175509",FALSE
"ENSG00000175513",FALSE
"ENSG00000175514",FALSE
"ENSG00000175518",FALSE
"ENSG00000175520",FALSE
"ENSG00000175535",FALSE
"ENSG00000175536",TRUE
"ENSG00000175538",TRUE
"ENSG00000175544",TRUE
"ENSG00000175548",TRUE
"ENSG00000175550",TRUE
"ENSG00000175556",TRUE
"ENSG00000175564",TRUE
"ENSG00000175567",TRUE
"ENSG00000175573",TRUE
"ENSG00000175575",TRUE
"ENSG00000175581",TRUE
"ENSG00000175582",TRUE
"ENSG00000175591",TRUE
"ENSG00000175592",TRUE
"ENSG00000175595",TRUE
"ENSG00000175600",TRUE
"ENSG00000175602",TRUE
"ENSG00000175604",FALSE
"ENSG00000175606",TRUE
"ENSG00000175611",TRUE
"ENSG00000175619",FALSE
"ENSG00000175634",TRUE
"ENSG00000175643",TRUE
"ENSG00000175646",FALSE
"ENSG00000175658",FALSE
"ENSG00000175662",TRUE
"ENSG00000175664",FALSE
"ENSG00000175676",FALSE
"ENSG00000175691",TRUE
"ENSG00000175697",TRUE
"ENSG00000175699",FALSE
"ENSG00000175701",TRUE
"ENSG00000175707",TRUE
"ENSG00000175711",TRUE
"ENSG00000175718",FALSE
"ENSG00000175727",TRUE
"ENSG00000175728",FALSE
"ENSG00000175730",FALSE
"ENSG00000175741",TRUE
"ENSG00000175745",TRUE
"ENSG00000175746",FALSE
"ENSG00000175749",FALSE
"ENSG00000175756",TRUE
"ENSG00000175764",TRUE
"ENSG00000175766",FALSE
"ENSG00000175768",TRUE
"ENSG00000175772",TRUE
"ENSG00000175773",FALSE
"ENSG00000175779",FALSE
"ENSG00000175782",TRUE
"ENSG00000175785",TRUE
"ENSG00000175787",TRUE
"ENSG00000175792",TRUE
"ENSG00000175793",TRUE
"ENSG00000175800",FALSE
"ENSG00000175806",TRUE
"ENSG00000175809",FALSE
"ENSG00000175820",FALSE
"ENSG00000175826",TRUE
"ENSG00000175832",TRUE
"ENSG00000175841",FALSE
"ENSG00000175854",TRUE
"ENSG00000175857",TRUE
"ENSG00000175866",TRUE
"ENSG00000175868",FALSE
"ENSG00000175874",FALSE
"ENSG00000175877",FALSE
"ENSG00000175879",TRUE
"ENSG00000175886",FALSE
"ENSG00000175893",TRUE
"ENSG00000175894",FALSE
"ENSG00000175895",TRUE
"ENSG00000175899",TRUE
"ENSG00000175906",TRUE
"ENSG00000175920",TRUE
"ENSG00000175928",TRUE
"ENSG00000175931",TRUE
"ENSG00000175938",TRUE
"ENSG00000175946",TRUE
"ENSG00000175967",FALSE
"ENSG00000175970",TRUE
"ENSG00000175984",TRUE
"ENSG00000175985",TRUE
"ENSG00000176007",FALSE
"ENSG00000176009",FALSE
"ENSG00000176014",TRUE
"ENSG00000176018",TRUE
"ENSG00000176020",FALSE
"ENSG00000176022",TRUE
"ENSG00000176024",TRUE
"ENSG00000176029",FALSE
"ENSG00000176040",FALSE
"ENSG00000176043",FALSE
"ENSG00000176046",TRUE
"ENSG00000176049",TRUE
"ENSG00000176054",FALSE
"ENSG00000176055",TRUE
"ENSG00000176058",TRUE
"ENSG00000176075",FALSE
"ENSG00000176076",FALSE
"ENSG00000176083",TRUE
"ENSG00000176087",TRUE
"ENSG00000176092",TRUE
"ENSG00000176095",TRUE
"ENSG00000176101",TRUE
"ENSG00000176102",TRUE
"ENSG00000176105",TRUE
"ENSG00000176108",TRUE
"ENSG00000176115",FALSE
"ENSG00000176124",TRUE
"ENSG00000176125",TRUE
"ENSG00000176134",FALSE
"ENSG00000176136",FALSE
"ENSG00000176142",TRUE
"ENSG00000176148",TRUE
"ENSG00000176153",TRUE
"ENSG00000176155",TRUE
"ENSG00000176160",FALSE
"ENSG00000176165",FALSE
"ENSG00000176170",TRUE
"ENSG00000176171",TRUE
"ENSG00000176177",FALSE
"ENSG00000176182",TRUE
"ENSG00000176183",FALSE
"ENSG00000176194",TRUE
"ENSG00000176198",FALSE
"ENSG00000176200",FALSE
"ENSG00000176204",FALSE
"ENSG00000176208",TRUE
"ENSG00000176209",TRUE
"ENSG00000176219",FALSE
"ENSG00000176222",TRUE
"ENSG00000176225",TRUE
"ENSG00000176230",FALSE
"ENSG00000176231",FALSE
"ENSG00000176232",FALSE
"ENSG00000176236",FALSE
"ENSG00000176239",FALSE
"ENSG00000176243",FALSE
"ENSG00000176244",FALSE
"ENSG00000176246",FALSE
"ENSG00000176248",TRUE
"ENSG00000176253",FALSE
"ENSG00000176256",FALSE
"ENSG00000176261",TRUE
"ENSG00000176268",FALSE
"ENSG00000176269",FALSE
"ENSG00000176273",TRUE
"ENSG00000176281",FALSE
"ENSG00000176289",FALSE
"ENSG00000176290",FALSE
"ENSG00000176293",TRUE
"ENSG00000176294",FALSE
"ENSG00000176299",FALSE
"ENSG00000176302",FALSE
"ENSG00000176312",FALSE
"ENSG00000176318",FALSE
"ENSG00000176320",FALSE
"ENSG00000176340",TRUE
"ENSG00000176343",FALSE
"ENSG00000176349",FALSE
"ENSG00000176358",FALSE
"ENSG00000176371",TRUE
"ENSG00000176378",FALSE
"ENSG00000176381",FALSE
"ENSG00000176383",FALSE
"ENSG00000176386",TRUE
"ENSG00000176387",TRUE
"ENSG00000176390",TRUE
"ENSG00000176393",TRUE
"ENSG00000176396",TRUE
"ENSG00000176399",TRUE
"ENSG00000176401",TRUE
"ENSG00000176402",TRUE
"ENSG00000176406",TRUE
"ENSG00000176407",TRUE
"ENSG00000176410",TRUE
"ENSG00000176422",TRUE
"ENSG00000176428",TRUE
"ENSG00000176435",TRUE
"ENSG00000176438",TRUE
"ENSG00000176444",TRUE
"ENSG00000176454",TRUE
"ENSG00000176463",TRUE
"ENSG00000176472",TRUE
"ENSG00000176473",TRUE
"ENSG00000176476",TRUE
"ENSG00000176485",TRUE
"ENSG00000176490",TRUE
"ENSG00000176495",FALSE
"ENSG00000176510",FALSE
"ENSG00000176515",FALSE
"ENSG00000176531",TRUE
"ENSG00000176532",TRUE
"ENSG00000176533",TRUE
"ENSG00000176540",FALSE
"ENSG00000176542",TRUE
"ENSG00000176547",FALSE
"ENSG00000176555",FALSE
"ENSG00000176563",TRUE
"ENSG00000176566",FALSE
"ENSG00000176567",FALSE
"ENSG00000176571",FALSE
"ENSG00000176584",FALSE
"ENSG00000176593",TRUE
"ENSG00000176595",TRUE
"ENSG00000176597",TRUE
"ENSG00000176601",FALSE
"ENSG00000176605",FALSE
"ENSG00000176619",TRUE
"ENSG00000176623",TRUE
"ENSG00000176624",TRUE
"ENSG00000176635",FALSE
"ENSG00000176641",TRUE
"ENSG00000176654",FALSE
"ENSG00000176658",TRUE
"ENSG00000176659",FALSE
"ENSG00000176678",TRUE
"ENSG00000176679",FALSE
"ENSG00000176681",TRUE
"ENSG00000176692",TRUE
"ENSG00000176695",FALSE
"ENSG00000176697",TRUE
"ENSG00000176700",TRUE
"ENSG00000176714",TRUE
"ENSG00000176715",TRUE
"ENSG00000176716",FALSE
"ENSG00000176720",TRUE
"ENSG00000176723",TRUE
"ENSG00000176728",FALSE
"ENSG00000176731",TRUE
"ENSG00000176732",FALSE
"ENSG00000176742",FALSE
"ENSG00000176746",FALSE
"ENSG00000176748",FALSE
"ENSG00000176749",TRUE
"ENSG00000176752",FALSE
"ENSG00000176753",FALSE
"ENSG00000176754",FALSE
"ENSG00000176761",FALSE
"ENSG00000176769",FALSE
"ENSG00000176771",TRUE
"ENSG00000176774",FALSE
"ENSG00000176782",FALSE
"ENSG00000176783",TRUE
"ENSG00000176787",FALSE
"ENSG00000176788",TRUE
"ENSG00000176797",FALSE
"ENSG00000176798",FALSE
"ENSG00000176809",TRUE
"ENSG00000176812",FALSE
"ENSG00000176826",TRUE
"ENSG00000176834",TRUE
"ENSG00000176840",FALSE
"ENSG00000176842",TRUE
"ENSG00000176845",TRUE
"ENSG00000176853",TRUE
"ENSG00000176855",FALSE
"ENSG00000176857",FALSE
"ENSG00000176868",TRUE
"ENSG00000176871",TRUE
"ENSG00000176879",FALSE
"ENSG00000176882",FALSE
"ENSG00000176884",TRUE
"ENSG00000176887",TRUE
"ENSG00000176890",TRUE
"ENSG00000176893",FALSE
"ENSG00000176894",TRUE
"ENSG00000176895",FALSE
"ENSG00000176896",TRUE
"ENSG00000176900",FALSE
"ENSG00000176903",TRUE
"ENSG00000176904",FALSE
"ENSG00000176907",TRUE
"ENSG00000176909",TRUE
"ENSG00000176912",FALSE
"ENSG00000176915",TRUE
"ENSG00000176919",FALSE
"ENSG00000176920",TRUE
"ENSG00000176922",FALSE
"ENSG00000176923",FALSE
"ENSG00000176925",FALSE
"ENSG00000176927",FALSE
"ENSG00000176928",TRUE
"ENSG00000176933",FALSE
"ENSG00000176937",FALSE
"ENSG00000176945",TRUE
"ENSG00000176946",TRUE
"ENSG00000176951",FALSE
"ENSG00000176953",TRUE
"ENSG00000176956",TRUE
"ENSG00000176970",FALSE
"ENSG00000176971",TRUE
"ENSG00000176973",TRUE
"ENSG00000176974",TRUE
"ENSG00000176978",TRUE
"ENSG00000176979",FALSE
"ENSG00000176984",FALSE
"ENSG00000176986",TRUE
"ENSG00000176988",FALSE
"ENSG00000176994",TRUE
"ENSG00000176998",TRUE
"ENSG00000177000",TRUE
"ENSG00000177023",FALSE
"ENSG00000177025",TRUE
"ENSG00000177030",TRUE
"ENSG00000177034",TRUE
"ENSG00000177042",TRUE
"ENSG00000177045",TRUE
"ENSG00000177047",FALSE
"ENSG00000177051",TRUE
"ENSG00000177054",TRUE
"ENSG00000177058",TRUE
"ENSG00000177076",TRUE
"ENSG00000177082",TRUE
"ENSG00000177084",TRUE
"ENSG00000177096",TRUE
"ENSG00000177098",TRUE
"ENSG00000177103",TRUE
"ENSG00000177105",TRUE
"ENSG00000177106",TRUE
"ENSG00000177108",FALSE
"ENSG00000177112",FALSE
"ENSG00000177119",TRUE
"ENSG00000177125",TRUE
"ENSG00000177133",TRUE
"ENSG00000177138",FALSE
"ENSG00000177143",FALSE
"ENSG00000177144",TRUE
"ENSG00000177150",TRUE
"ENSG00000177151",FALSE
"ENSG00000177156",TRUE
"ENSG00000177169",TRUE
"ENSG00000177173",FALSE
"ENSG00000177174",FALSE
"ENSG00000177181",TRUE
"ENSG00000177182",FALSE
"ENSG00000177186",FALSE
"ENSG00000177189",TRUE
"ENSG00000177191",TRUE
"ENSG00000177192",TRUE
"ENSG00000177197",FALSE
"ENSG00000177200",TRUE
"ENSG00000177201",FALSE
"ENSG00000177202",FALSE
"ENSG00000177212",FALSE
"ENSG00000177225",TRUE
"ENSG00000177233",FALSE
"ENSG00000177234",FALSE
"ENSG00000177238",TRUE
"ENSG00000177239",TRUE
"ENSG00000177243",FALSE
"ENSG00000177257",FALSE
"ENSG00000177261",FALSE
"ENSG00000177272",TRUE
"ENSG00000177275",FALSE
"ENSG00000177283",TRUE
"ENSG00000177291",FALSE
"ENSG00000177294",FALSE
"ENSG00000177300",FALSE
"ENSG00000177301",TRUE
"ENSG00000177302",TRUE
"ENSG00000177303",TRUE
"ENSG00000177306",FALSE
"ENSG00000177311",TRUE
"ENSG00000177324",FALSE
"ENSG00000177335",TRUE
"ENSG00000177337",TRUE
"ENSG00000177338",FALSE
"ENSG00000177340",FALSE
"ENSG00000177350",FALSE
"ENSG00000177352",TRUE
"ENSG00000177354",FALSE
"ENSG00000177359",TRUE
"ENSG00000177363",TRUE
"ENSG00000177369",FALSE
"ENSG00000177370",TRUE
"ENSG00000177374",TRUE
"ENSG00000177380",TRUE
"ENSG00000177383",TRUE
"ENSG00000177398",FALSE
"ENSG00000177400",FALSE
"ENSG00000177406",TRUE
"ENSG00000177409",TRUE
"ENSG00000177410",TRUE
"ENSG00000177414",FALSE
"ENSG00000177418",FALSE
"ENSG00000177425",TRUE
"ENSG00000177426",TRUE
"ENSG00000177427",TRUE
"ENSG00000177432",TRUE
"ENSG00000177447",FALSE
"ENSG00000177452",FALSE
"ENSG00000177453",FALSE
"ENSG00000177455",TRUE
"ENSG00000177459",FALSE
"ENSG00000177462",FALSE
"ENSG00000177463",TRUE
"ENSG00000177464",TRUE
"ENSG00000177465",TRUE
"ENSG00000177468",FALSE
"ENSG00000177469",TRUE
"ENSG00000177476",FALSE
"ENSG00000177479",TRUE
"ENSG00000177483",TRUE
"ENSG00000177485",TRUE
"ENSG00000177489",FALSE
"ENSG00000177494",FALSE
"ENSG00000177504",FALSE
"ENSG00000177508",TRUE
"ENSG00000177511",FALSE
"ENSG00000177519",FALSE
"ENSG00000177535",FALSE
"ENSG00000177542",TRUE
"ENSG00000177548",TRUE
"ENSG00000177551",FALSE
"ENSG00000177553",FALSE
"ENSG00000177556",TRUE
"ENSG00000177558",FALSE
"ENSG00000177565",TRUE
"ENSG00000177570",TRUE
"ENSG00000177575",TRUE
"ENSG00000177576",TRUE
"ENSG00000177586",FALSE
"ENSG00000177590",FALSE
"ENSG00000177595",TRUE
"ENSG00000177596",FALSE
"ENSG00000177599",TRUE
"ENSG00000177600",TRUE
"ENSG00000177602",TRUE
"ENSG00000177606",TRUE
"ENSG00000177613",TRUE
"ENSG00000177614",TRUE
"ENSG00000177627",FALSE
"ENSG00000177628",TRUE
"ENSG00000177640",TRUE
"ENSG00000177646",TRUE
"ENSG00000177663",TRUE
"ENSG00000177666",TRUE
"ENSG00000177669",FALSE
"ENSG00000177673",FALSE
"ENSG00000177674",TRUE
"ENSG00000177675",TRUE
"ENSG00000177679",TRUE
"ENSG00000177683",TRUE
"ENSG00000177684",FALSE
"ENSG00000177685",TRUE
"ENSG00000177688",FALSE
"ENSG00000177689",FALSE
"ENSG00000177692",TRUE
"ENSG00000177693",FALSE
"ENSG00000177694",TRUE
"ENSG00000177697",TRUE
"ENSG00000177699",FALSE
"ENSG00000177700",TRUE
"ENSG00000177706",TRUE
"ENSG00000177707",TRUE
"ENSG00000177710",FALSE
"ENSG00000177721",TRUE
"ENSG00000177725",FALSE
"ENSG00000177728",TRUE
"ENSG00000177731",TRUE
"ENSG00000177732",TRUE
"ENSG00000177733",TRUE
"ENSG00000177736",FALSE
"ENSG00000177738",TRUE
"ENSG00000177752",FALSE
"ENSG00000177757",FALSE
"ENSG00000177770",FALSE
"ENSG00000177776",FALSE
"ENSG00000177788",FALSE
"ENSG00000177791",TRUE
"ENSG00000177800",FALSE
"ENSG00000177803",FALSE
"ENSG00000177807",FALSE
"ENSG00000177822",TRUE
"ENSG00000177830",TRUE
"ENSG00000177839",TRUE
"ENSG00000177842",TRUE
"ENSG00000177853",TRUE
"ENSG00000177854",TRUE
"ENSG00000177855",FALSE
"ENSG00000177868",TRUE
"ENSG00000177873",TRUE
"ENSG00000177875",TRUE
"ENSG00000177879",TRUE
"ENSG00000177885",TRUE
"ENSG00000177888",TRUE
"ENSG00000177889",TRUE
"ENSG00000177910",FALSE
"ENSG00000177917",TRUE
"ENSG00000177932",TRUE
"ENSG00000177938",FALSE
"ENSG00000177943",TRUE
"ENSG00000177946",TRUE
"ENSG00000177947",FALSE
"ENSG00000177951",TRUE
"ENSG00000177954",TRUE
"ENSG00000177963",TRUE
"ENSG00000177971",TRUE
"ENSG00000177981",TRUE
"ENSG00000177984",FALSE
"ENSG00000177989",TRUE
"ENSG00000177990",TRUE
"ENSG00000177992",FALSE
"ENSG00000177993",FALSE
"ENSG00000177994",FALSE
"ENSG00000178015",FALSE
"ENSG00000178021",FALSE
"ENSG00000178026",TRUE
"ENSG00000178028",TRUE
"ENSG00000178031",TRUE
"ENSG00000178033",TRUE
"ENSG00000178035",TRUE
"ENSG00000178038",TRUE
"ENSG00000178053",TRUE
"ENSG00000178055",FALSE
"ENSG00000178057",TRUE
"ENSG00000178074",TRUE
"ENSG00000178075",TRUE
"ENSG00000178078",TRUE
"ENSG00000178081",FALSE
"ENSG00000178082",FALSE
"ENSG00000178084",FALSE
"ENSG00000178093",TRUE
"ENSG00000178096",TRUE
"ENSG00000178104",TRUE
"ENSG00000178105",TRUE
"ENSG00000178107",FALSE
"ENSG00000178115",FALSE
"ENSG00000178125",FALSE
"ENSG00000178127",TRUE
"ENSG00000178130",FALSE
"ENSG00000178146",FALSE
"ENSG00000178149",TRUE
"ENSG00000178150",FALSE
"ENSG00000178162",TRUE
"ENSG00000178163",TRUE
"ENSG00000178171",FALSE
"ENSG00000178172",FALSE
"ENSG00000178175",TRUE
"ENSG00000178177",TRUE
"ENSG00000178184",TRUE
"ENSG00000178187",TRUE
"ENSG00000178188",TRUE
"ENSG00000178193",FALSE
"ENSG00000178199",TRUE
"ENSG00000178201",TRUE
"ENSG00000178202",TRUE
"ENSG00000178209",TRUE
"ENSG00000178217",FALSE
"ENSG00000178222",TRUE
"ENSG00000178226",TRUE
"ENSG00000178229",TRUE
"ENSG00000178233",FALSE
"ENSG00000178234",TRUE
"ENSG00000178235",FALSE
"ENSG00000178243",FALSE
"ENSG00000178248",FALSE
"ENSG00000178252",TRUE
"ENSG00000178257",FALSE
"ENSG00000178279",FALSE
"ENSG00000178287",FALSE
"ENSG00000178295",TRUE
"ENSG00000178297",FALSE
"ENSG00000178301",TRUE
"ENSG00000178307",TRUE
"ENSG00000178338",TRUE
"ENSG00000178342",FALSE
"ENSG00000178343",FALSE
"ENSG00000178358",FALSE
"ENSG00000178363",TRUE
"ENSG00000178372",TRUE
"ENSG00000178381",TRUE
"ENSG00000178385",TRUE
"ENSG00000178386",TRUE
"ENSG00000178394",FALSE
"ENSG00000178395",FALSE
"ENSG00000178397",TRUE
"ENSG00000178401",TRUE
"ENSG00000178403",FALSE
"ENSG00000178404",FALSE
"ENSG00000178409",TRUE
"ENSG00000178412",FALSE
"ENSG00000178425",TRUE
"ENSG00000178429",TRUE
"ENSG00000178440",FALSE
"ENSG00000178445",TRUE
"ENSG00000178449",TRUE
"ENSG00000178457",FALSE
"ENSG00000178458",FALSE
"ENSG00000178460",TRUE
"ENSG00000178462",TRUE
"ENSG00000178464",TRUE
"ENSG00000178467",TRUE
"ENSG00000178473",FALSE
"ENSG00000178498",TRUE
"ENSG00000178502",TRUE
"ENSG00000178503",FALSE
"ENSG00000178522",FALSE
"ENSG00000178531",TRUE
"ENSG00000178537",TRUE
"ENSG00000178538",TRUE
"ENSG00000178556",FALSE
"ENSG00000178562",TRUE
"ENSG00000178567",TRUE
"ENSG00000178568",TRUE
"ENSG00000178573",TRUE
"ENSG00000178585",TRUE
"ENSG00000178586",FALSE
"ENSG00000178591",FALSE
"ENSG00000178596",FALSE
"ENSG00000178597",FALSE
"ENSG00000178602",FALSE
"ENSG00000178605",TRUE
"ENSG00000178607",TRUE
"ENSG00000178623",TRUE
"ENSG00000178631",FALSE
"ENSG00000178636",FALSE
"ENSG00000178645",FALSE
"ENSG00000178654",FALSE
"ENSG00000178660",FALSE
"ENSG00000178662",TRUE
"ENSG00000178665",TRUE
"ENSG00000178685",TRUE
"ENSG00000178690",FALSE
"ENSG00000178691",TRUE
"ENSG00000178694",TRUE
"ENSG00000178695",TRUE
"ENSG00000178700",TRUE
"ENSG00000178715",FALSE
"ENSG00000178718",TRUE
"ENSG00000178719",TRUE
"ENSG00000178722",FALSE
"ENSG00000178723",FALSE
"ENSG00000178726",TRUE
"ENSG00000178732",FALSE
"ENSG00000178734",FALSE
"ENSG00000178741",TRUE
"ENSG00000178750",TRUE
"ENSG00000178752",FALSE
"ENSG00000178761",TRUE
"ENSG00000178762",FALSE
"ENSG00000178764",TRUE
"ENSG00000178772",FALSE
"ENSG00000178773",TRUE
"ENSG00000178776",TRUE
"ENSG00000178789",TRUE
"ENSG00000178795",FALSE
"ENSG00000178796",FALSE
"ENSG00000178802",TRUE
"ENSG00000178803",FALSE
"ENSG00000178804",FALSE
"ENSG00000178809",TRUE
"ENSG00000178814",TRUE
"ENSG00000178821",TRUE
"ENSG00000178826",TRUE
"ENSG00000178828",FALSE
"ENSG00000178836",FALSE
"ENSG00000178852",TRUE
"ENSG00000178860",TRUE
"ENSG00000178878",TRUE
"ENSG00000178882",TRUE
"ENSG00000178896",TRUE
"ENSG00000178904",TRUE
"ENSG00000178913",TRUE
"ENSG00000178917",TRUE
"ENSG00000178919",FALSE
"ENSG00000178921",TRUE
"ENSG00000178922",TRUE
"ENSG00000178927",TRUE
"ENSG00000178928",FALSE
"ENSG00000178934",TRUE
"ENSG00000178935",TRUE
"ENSG00000178947",TRUE
"ENSG00000178950",TRUE
"ENSG00000178951",TRUE
"ENSG00000178952",TRUE
"ENSG00000178965",TRUE
"ENSG00000178966",TRUE
"ENSG00000178971",TRUE
"ENSG00000178974",TRUE
