"","database","category","pval","qval","Combined Score","genes"
"621","GO_Biological_Process_2017","regulation of stress-activated MAPK cascade (GO:0032872)",0.0241452935273266,0.0672804463939959,-91.0427422231575,"FAS"
"635","GO_Biological_Process_2017","adipose tissue development (GO:0060612)",0.0241452935273266,0.0672804463939959,-99.350646498247,"ARID5B"
"637","GO_Biological_Process_2017","positive regulation of interleukin-8 biosynthetic process (GO:0045416)",0.0241452935273266,0.0672804463939959,-100.441118295684,"TLR4"
"645","GO_Biological_Process_2017","lipoprotein transport (GO:0042953)",0.0241452935273266,0.0672804463939959,-103.51859439747,"PPARG"
"647","GO_Biological_Process_2017","negative regulation of protein tyrosine kinase activity (GO:0061099)",0.0241452935273266,0.0672804463939959,-105.246627675153,"SH3BP5"
"235","GO_Biological_Process_2017","ephrin receptor signaling pathway (GO:0048013)",0.0259945994658748,0.0672804463939959,-4.55643328361204,"FYN,DNM1"
"443","GO_Biological_Process_2017","regulation of cell death (GO:0010941)",0.0271228414034504,0.0672804463939959,-45.6119940353877,"JUN"
"456","GO_Biological_Process_2017","negative regulation of epidermal growth factor-activated receptor activity (GO:0007175)",0.0271228414034504,0.0672804463939959,-47.3528417037052,"CBLB"
"457","GO_Biological_Process_2017","positive regulation of apoptotic signaling pathway (GO:2001235)",0.0271228414034504,0.0672804463939959,-47.7938492398173,"FAS"
"461","GO_Biological_Process_2017","Notch signaling involved in heart development (GO:0061314)",0.0271228414034504,0.0672804463939959,-47.956857947342,"NOTCH1"
"463","GO_Biological_Process_2017","cardiac epithelial to mesenchymal transition (GO:0060317)",0.0271228414034504,0.0672804463939959,-47.9963594201738,"NOTCH1"
"464","GO_Biological_Process_2017","hair follicle development (GO:0001942)",0.0271228414034504,0.0672804463939959,-48.0015784406502,"PDGFA"
"473","GO_Biological_Process_2017","signal transduction in response to DNA damage (GO:0042770)",0.0271228414034504,0.0672804463939959,-48.9400440849725,"GADD45A"
"483","GO_Biological_Process_2017","cellular response to glucocorticoid stimulus (GO:0071385)",0.0271228414034504,0.0672804463939959,-50.0931668418929,"ZFP36"
"525","GO_Biological_Process_2017","negative regulation of smooth muscle cell migration (GO:0014912)",0.0271228414034504,0.0672804463939959,-60.8652659376267,"IGFBP3"
"593","GO_Biological_Process_2017","cardiac muscle tissue morphogenesis (GO:0055008)",0.0271228414034504,0.0672804463939959,-85.1366599698171,"NOTCH1"
"599","GO_Biological_Process_2017","negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315)",0.0271228414034504,0.0672804463939959,-86.558306725557,"GSTM2"
"603","GO_Biological_Process_2017","pattern specification process (GO:0007389)",0.0271228414034504,0.0672804463939959,-87.1309710050762,"GLI2"
"604","GO_Biological_Process_2017","negative chemotaxis (GO:0050919)",0.0271228414034504,0.0672804463939959,-87.3720845375932,"PDGFA"
"613","GO_Biological_Process_2017","cell maturation (GO:0048469)",0.0271228414034504,0.0672804463939959,-89.7811494640549,"PPARG"
"618","GO_Biological_Process_2017","mammary gland development (GO:0030879)",0.0271228414034504,0.0672804463939959,-90.452225492508,"GLI2"
"623","GO_Biological_Process_2017","negative regulation of myoblast differentiation (GO:0045662)",0.0271228414034504,0.0672804463939959,-93.4460555263475,"NOTCH1"
"624","GO_Biological_Process_2017","dynamin family protein polymerization involved in mitochondrial fission (GO:0003374)",0.0271228414034504,0.0672804463939959,-93.4506329024892,"DNM1"
"631","GO_Biological_Process_2017","regulation of protein localization to cell surface (GO:2000008)",0.0271228414034504,0.0672804463939959,-97.0906106206973,"EGF"
"646","GO_Biological_Process_2017","negative regulation of G-protein coupled receptor protein signaling pathway (GO:0045744)",0.0271228414034504,0.0672804463939959,-104.519209292945,"RGS2"
"652","GO_Biological_Process_2017","positive regulation of gene silencing by miRNA (GO:2000637)",0.0271228414034504,0.0672804463939959,-108.128715908606,"ZFP36"
"655","GO_Biological_Process_2017","positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770)",0.0271228414034504,0.0672804463939959,-114.582038361279,"TLR4"
"656","GO_Biological_Process_2017","negative regulation of neurogenesis (GO:0050768)",0.0271228414034504,0.0672804463939959,-115.695202197839,"NOTCH1"
"244","GO_Biological_Process_2017","muscle contraction (GO:0006936)",0.0277818993655597,0.0677389087399022,-6.21580629092232,"PXN,MYLK"
"242","GO_Biological_Process_2017","mitotic cell cycle (GO:0000278)",0.0283884248851451,0.0677389087399022,-6.08617193833427,"PAK6,CDC25B"
"429","GO_Biological_Process_2017","creatine metabolic process (GO:0006600)",0.0300914526104849,0.0677389087399022,-43.5841087274937,"GHR"
"440","GO_Biological_Process_2017","positive regulation of transcription from RNA polymerase III promoter (GO:0045945)",0.0300914526104849,0.0677389087399022,-45.1404598151251,"CEBPA"
"481","GO_Biological_Process_2017","positive regulation of heart rate (GO:0010460)",0.0300914526104849,0.0677389087399022,-49.5598931861536,"EDN1"
"490","GO_Biological_Process_2017","insulin-like growth factor receptor signaling pathway (GO:0048009)",0.0300914526104849,0.0677389087399022,-51.8540216986654,"GHR"
"509","GO_Biological_Process_2017","hemidesmosome assembly (GO:0031581)",0.0300914526104849,0.0677389087399022,-54.3932361311137,"LAMA3"
"512","GO_Biological_Process_2017","response to mechanical stimulus (GO:0009612)",0.0300914526104849,0.0677389087399022,-55.2981319143406,"JUN"
"567","GO_Biological_Process_2017","digestive tract development (GO:0048565)",0.0300914526104849,0.0677389087399022,-75.3764458282201,"KIT"
"569","GO_Biological_Process_2017","branching morphogenesis of an epithelial tube (GO:0048754)",0.0300914526104849,0.0677389087399022,-76.8419745770318,"GLI2"
"572","GO_Biological_Process_2017","neuronal stem cell population maintenance (GO:0097150)",0.0300914526104849,0.0677389087399022,-77.893388971232,"NOTCH1"
"585","GO_Biological_Process_2017","positive regulation of receptor recycling (GO:0001921)",0.0300914526104849,0.0677389087399022,-82.7608872471392,"SNCA"
"587","GO_Biological_Process_2017","pulmonary valve morphogenesis (GO:0003184)",0.0300914526104849,0.0677389087399022,-83.1807752297699,"NOTCH1"
"594","GO_Biological_Process_2017","3'-UTR-mediated mRNA destabilization (GO:0061158)",0.0300914526104849,0.0677389087399022,-85.3933066235299,"ZFP36"
"598","GO_Biological_Process_2017","activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:0097296)",0.0300914526104849,0.0677389087399022,-86.3850712062503,"FAS"
"606","GO_Biological_Process_2017","embryonic cranial skeleton morphogenesis (GO:0048701)",0.0300914526104849,0.0677389087399022,-88.2104243248887,"TGFBR2"
"608","GO_Biological_Process_2017","positive regulation of interferon-alpha production (GO:0032727)",0.0300914526104849,0.0677389087399022,-88.2361669237835,"TLR4"
"610","GO_Biological_Process_2017","response to cAMP (GO:0051591)",0.0300914526104849,0.0677389087399022,-88.6262790241031,"JUN"
"612","GO_Biological_Process_2017","myeloid dendritic cell differentiation (GO:0043011)",0.0300914526104849,0.0677389087399022,-89.0808510688169,"TGFBR2"
"634","GO_Biological_Process_2017","I-kappaB phosphorylation (GO:0007252)",0.0300914526104849,0.0677389087399022,-98.885237110494,"TLR4"
"650","GO_Biological_Process_2017","negative regulation of cell-substrate adhesion (GO:0010812)",0.0300914526104849,0.0677389087399022,-106.288391619521,"NOTCH1"
"236","GO_Biological_Process_2017","membrane organization (GO:0061024)",0.0306693431314673,0.0678278692985649,-4.89415057435792,"EGF,ADRB2,EGFR"
"248","GO_Biological_Process_2017","cytoskeleton organization (GO:0007010)",0.0315000786656151,0.0678278692985649,-7.14722380897046,"PAK6,WASF3"
"246","GO_Biological_Process_2017","cytokine-mediated signaling pathway (GO:0019221)",0.0327809368771921,0.0678278692985649,-6.9509682413572,"CEBPA,KIT"
"332","GO_Biological_Process_2017","angiogenesis (GO:0001525)",0.0327809368771921,0.0678278692985649,-22.1117620485279,"EGF,PDGFA"
"414","GO_Biological_Process_2017","embryonic digestive tract development (GO:0048566)",0.0330511535329602,0.0678278692985649,-42.4214786406291,"GLI2"
"417","GO_Biological_Process_2017","peptidyl-glutamic acid carboxylation (GO:0017187)",0.0330511535329602,0.0678278692985649,-42.6212351329012,"PROS1"
"431","GO_Biological_Process_2017","cardiac muscle tissue development (GO:0048738)",0.0330511535329602,0.0678278692985649,-43.665200569275,"TBX2"
"448","GO_Biological_Process_2017","negative regulation of blood coagulation (GO:0030195)",0.0330511535329602,0.0678278692985649,-46.1635635710592,"EDN1"
"484","GO_Biological_Process_2017","3'-UTR-mediated mRNA stabilization (GO:0070935)",0.0330511535329602,0.0678278692985649,-50.2748605283076,"ZFP36"
"532","GO_Biological_Process_2017","miRNA mediated inhibition of translation (GO:0035278)",0.0330511535329602,0.0678278692985649,-62.9412760446935,"ZFP36"
"552","GO_Biological_Process_2017","negative regulation of viral transcription (GO:0032897)",0.0330511535329602,0.0678278692985649,-67.9581336752405,"ZFP36"
"570","GO_Biological_Process_2017","supramolecular fiber organization (GO:0097435)",0.0330511535329602,0.0678278692985649,-77.2222426424461,"SNCA"
"575","GO_Biological_Process_2017","cell aging (GO:0007569)",0.0330511535329602,0.0678278692985649,-79.6281466667242,"TBX2"
"580","GO_Biological_Process_2017","response to nutrient (GO:0007584)",0.0330511535329602,0.0678278692985649,-81.779478611752,"PPARG"
"582","GO_Biological_Process_2017","negative regulation of ossification (GO:0030279)",0.0330511535329602,0.0678278692985649,-81.9491189182964,"NOTCH1"
"589","GO_Biological_Process_2017","regulation of necroptotic process (GO:0060544)",0.0330511535329602,0.0678278692985649,-83.4975158985008,"CFLAR"
"591","GO_Biological_Process_2017","negative regulation of myotube differentiation (GO:0010832)",0.0330511535329602,0.0678278692985649,-84.4541933555632,"NOTCH1"
"596","GO_Biological_Process_2017","lung alveolus development (GO:0048286)",0.0330511535329602,0.0678278692985649,-85.9301763074292,"PDGFA"
"601","GO_Biological_Process_2017","monocyte differentiation (GO:0030224)",0.0330511535329602,0.0678278692985649,-86.7814169316748,"PPARG"
"609","GO_Biological_Process_2017","positive regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060213)",0.0330511535329602,0.0678278692985649,-88.4397539866877,"ZFP36"
"625","GO_Biological_Process_2017","negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)",0.0330511535329602,0.0678278692985649,-93.9934149043363,"NOTCH1"
"632","GO_Biological_Process_2017","synaptic vesicle endocytosis (GO:0048488)",0.0330511535329602,0.0678278692985649,-98.2358380901903,"SNCA"
"257","GO_Biological_Process_2017","regulation of cell shape (GO:0008360)",0.0347401042327963,0.0710087730518356,-8.22377472657251,"KIT,WASF3"
"401","GO_Biological_Process_2017","ovarian follicle development (GO:0001541)",0.0360019704611349,0.0710309146935905,-39.8981484157731,"KIT"
"415","GO_Biological_Process_2017","negative regulation by host of viral transcription (GO:0043922)",0.0360019704611349,0.0710309146935905,-42.5216205357893,"JUN"
"453","GO_Biological_Process_2017","myeloid cell differentiation (GO:0030099)",0.0360019704611349,0.0710309146935905,-47.1591674367416,"CEBPA"
"522","GO_Biological_Process_2017","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)",0.0360019704611349,0.0710309146935905,-58.8659066275167,"GSTM2"
"551","GO_Biological_Process_2017","cell activation (GO:0001775)",0.0360019704611349,0.0710309146935905,-67.7169474840385,"PDGFA"
"554","GO_Biological_Process_2017","positive regulation of endocytosis (GO:0045807)",0.0360019704611349,0.0710309146935905,-69.2226017831661,"SNCA"
"561","GO_Biological_Process_2017","prostaglandin biosynthetic process (GO:0001516)",0.0360019704611349,0.0710309146935905,-71.9270522203645,"EDN1"
"566","GO_Biological_Process_2017","smooth muscle contraction (GO:0006939)",0.0360019704611349,0.0710309146935905,-73.4541190206214,"MYLK"
"588","GO_Biological_Process_2017","placenta development (GO:0001890)",0.0360019704611349,0.0710309146935905,-83.2409261918429,"PPARG"
"393","GO_Biological_Process_2017","negative regulation of macrophage derived foam cell differentiation (GO:0010745)",0.0389439296276399,0.0742550299989702,-38.5723218210662,"PPARG"
"419","GO_Biological_Process_2017","positive regulation of wound healing (GO:0090303)",0.0389439296276399,0.0742550299989702,-42.8666352241012,"MYLK"
"444","GO_Biological_Process_2017","positive regulation of cardiac muscle hypertrophy (GO:0010613)",0.0389439296276399,0.0742550299989702,-45.6731135816206,"EDN1"
"475","GO_Biological_Process_2017","negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)",0.0389439296276399,0.0742550299989702,-49.0594582070206,"CEBPA"
"508","GO_Biological_Process_2017","pathway-restricted SMAD protein phosphorylation (GO:0060389)",0.0389439296276399,0.0742550299989702,-54.3750231169774,"TGFBR2"
"519","GO_Biological_Process_2017","regulation of JNK cascade (GO:0046328)",0.0389439296276399,0.0742550299989702,-57.0166010623014,"EGFR"
"543","GO_Biological_Process_2017","positive regulation of chemokine production (GO:0032722)",0.0389439296276399,0.0742550299989702,-65.2346351295984,"TLR4"
"565","GO_Biological_Process_2017","MyD88-independent toll-like receptor signaling pathway (GO:0002756)",0.0389439296276399,0.0742550299989702,-73.3522567740496,"TLR4"
"568","GO_Biological_Process_2017","platelet-derived growth factor receptor signaling pathway (GO:0048008)",0.0389439296276399,0.0742550299989702,-76.1059301246457,"PDGFA"
"260","GO_Biological_Process_2017","protein complex assembly (GO:0006461)",0.0394833142238725,0.0747258280311069,-8.86583382951205,"FAS,WASF3"
"264","GO_Biological_Process_2017","regulation of mRNA stability (GO:0043488)",0.0394833142238725,0.0747258280311069,-9.19804562609079,"ZFP36,IGF2BP2"
"425","GO_Biological_Process_2017","mRNA catabolic process (GO:0006402)",0.0418770571735017,0.0756154636595737,-43.3985071898048,"ZFP36"
"430","GO_Biological_Process_2017","positive regulation of myoblast differentiation (GO:0045663)",0.0418770571735017,0.0756154636595737,-43.5992193276795,"IGFBP3"
"435","GO_Biological_Process_2017","negative regulation of signal transduction (GO:0009968)",0.0418770571735017,0.0756154636595737,-44.3502565585583,"IGFBP3"
"505","GO_Biological_Process_2017","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)",0.0418770571735017,0.0756154636595737,-54.1264593818912,"GSTM2"
"524","GO_Biological_Process_2017","positive regulation of NF-kappaB import into nucleus (GO:0042346)",0.0418770571735017,0.0756154636595737,-60.4422534038391,"TLR4"
"533","GO_Biological_Process_2017","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)",0.0418770571735017,0.0756154636595737,-62.978520610832,"ZFP36"
"534","GO_Biological_Process_2017","necroptotic process (GO:0070266)",0.0418770571735017,0.0756154636595737,-63.3770677631145,"TLR4"
"535","GO_Biological_Process_2017","negative regulation of interferon-gamma production (GO:0032689)",0.0418770571735017,0.0756154636595737,-63.4946179910511,"TLR4"
"540","GO_Biological_Process_2017","branching involved in blood vessel morphogenesis (GO:0001569)",0.0418770571735017,0.0756154636595737,-64.8094022144423,"TGFBR2"
"542","GO_Biological_Process_2017","2-oxoglutarate metabolic process (GO:0006103)",0.0418770571735017,0.0756154636595737,-65.0225246012272,"GHR"
"548","GO_Biological_Process_2017","negative regulation of osteoclast differentiation (GO:0045671)",0.0418770571735017,0.0756154636595737,-66.6155972605369,"TLR4"
"550","GO_Biological_Process_2017","regulation of dopamine secretion (GO:0014059)",0.0418770571735017,0.0756154636595737,-67.2465206004217,"SNCA"
"559","GO_Biological_Process_2017","mitotic cell cycle arrest (GO:0071850)",0.0418770571735017,0.0756154636595737,-70.6659318436259,"GADD45A"
"258","GO_Biological_Process_2017","innate immune response (GO:0045087)",0.0433431229729669,0.0768238414783819,-8.45795626662336,"PPARG,FYN,TLR4"
"253","GO_Biological_Process_2017","transcription from RNA polymerase II promoter (GO:0006366)",0.0437624926168991,0.0768238414783819,-8.09682372039037,"CEBPA,TCERG1,CEBPD"
"422","GO_Biological_Process_2017","positive regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902895)",0.0448013791791738,0.0768238414783819,-43.202253302997,"JUN"
"449","GO_Biological_Process_2017","positive regulation of p38MAPK cascade (GO:1900745)",0.0448013791791738,0.0768238414783819,-46.3906970011261,"GADD45A"
"454","GO_Biological_Process_2017","regulation of mitotic spindle organization (GO:0060236)",0.0448013791791738,0.0768238414783819,-47.2894427854978,"GNAI1"
"498","GO_Biological_Process_2017","JAK-STAT cascade involved in growth hormone signaling pathway (GO:0060397)",0.0448013791791738,0.0768238414783819,-52.6058395250019,"GHR"
"527","GO_Biological_Process_2017","embryonic digit morphogenesis (GO:0042733)",0.0448013791791738,0.0768238414783819,-61.148163404543,"TBX2"
"544","GO_Biological_Process_2017","toll-like receptor 4 signaling pathway (GO:0034142)",0.0448013791791738,0.0768238414783819,-65.5661918646966,"TLR4"
"545","GO_Biological_Process_2017","positive regulation of NIK/NF-kappaB signaling (GO:1901224)",0.0448013791791738,0.0768238414783819,-65.6942275738765,"EGFR"
"546","GO_Biological_Process_2017","regulation of neuron apoptotic process (GO:0043523)",0.0448013791791738,0.0768238414783819,-65.904274907224,"TRIM2"
"553","GO_Biological_Process_2017","negative regulation of catalytic activity (GO:0043086)",0.0448013791791738,0.0768238414783819,-69.1451831983558,"NOTCH1"
"556","GO_Biological_Process_2017","blood vessel development (GO:0001568)",0.0448013791791738,0.0768238414783819,-69.7970707584347,"TGFBR2"
"557","GO_Biological_Process_2017","negative regulation of anoikis (GO:2000811)",0.0448013791791738,0.0768238414783819,-70.0274182700612,"NOTCH1"
"558","GO_Biological_Process_2017","positive regulation by host of viral transcription (GO:0043923)",0.0448013791791738,0.0768238414783819,-70.2678854489296,"JUN"
"560","GO_Biological_Process_2017","positive regulation of interleukin-10 production (GO:0032733)",0.0448013791791738,0.0768238414783819,-71.0153783147,"TLR4"
"269","GO_Biological_Process_2017","positive regulation of protein phosphorylation (GO:0001934)",0.0466570553459965,0.0796841403624886,-10.0808892869039,"FAS,EGFR"
"491","GO_Biological_Process_2017","linoleic acid metabolic process (GO:0043651)",0.0477169216260695,0.0796841403624886,-51.8939125047185,"GSTM2"
"503","GO_Biological_Process_2017","positive regulation of protein autophosphorylation (GO:0031954)",0.0477169216260695,0.0796841403624886,-53.4031724780714,"PDGFA"
"511","GO_Biological_Process_2017","lipopolysaccharide-mediated signaling pathway (GO:0031663)",0.0477169216260695,0.0796841403624886,-55.0741815311578,"TLR4"
"518","GO_Biological_Process_2017","negative regulation of interleukin-6 production (GO:0032715)",0.0477169216260695,0.0796841403624886,-56.9819753609135,"TLR4"
"523","GO_Biological_Process_2017","odontogenesis of dentin-containing tooth (GO:0042475)",0.0477169216260695,0.0796841403624886,-58.9756602799379,"GLI2"
"528","GO_Biological_Process_2017","phosphate-containing compound metabolic process (GO:0006796)",0.0477169216260695,0.0796841403624886,-61.3535852252975,"INPP1"
"537","GO_Biological_Process_2017","phosphatidylinositol acyl-chain remodeling (GO:0036149)",0.0477169216260695,0.0796841403624886,-64.0301022722842,"PLA2G4A"
"441","GO_Biological_Process_2017","skin development (GO:0043588)",0.050623710448152,0.0834474710935666,-45.3753587774453,"PDGFA"
"497","GO_Biological_Process_2017","phosphatidylglycerol acyl-chain remodeling (GO:0036148)",0.050623710448152,0.0834474710935666,-52.5367438560758,"PLA2G4A"
"507","GO_Biological_Process_2017","stem cell differentiation (GO:0048863)",0.050623710448152,0.0834474710935666,-54.1534352957174,"KIT"
"516","GO_Biological_Process_2017","calcium ion homeostasis (GO:0055074)",0.050623710448152,0.0834474710935666,-56.124215198849,"SNCA"
"274","GO_Biological_Process_2017","positive regulation of NF-kappaB transcription factor activity (GO:0051092)",0.0519411683770385,0.0852013247042851,-10.6557553354596,"CFLAR,TLR4"
"267","GO_Biological_Process_2017","negative regulation of cell proliferation (GO:0008285)",0.0521160065678982,0.0852013247042851,-9.87910233445498,"CEBPA,NOTCH1,IGFBP3"
"389","GO_Biological_Process_2017","positive regulation of mitotic cell cycle (GO:0045931)",0.0535217714874276,0.0852013247042851,-37.6461237794213,"CDC25B"
"410","GO_Biological_Process_2017","cellular senescence (GO:0090398)",0.0535217714874276,0.0852013247042851,-41.9492557292634,"TBX2"
"458","GO_Biological_Process_2017","negative regulation of DNA binding (GO:0043392)",0.0535217714874276,0.0852013247042851,-47.8209364657239,"JUN"
"482","GO_Biological_Process_2017","cellular response to estradiol stimulus (GO:0071392)",0.0535217714874276,0.0852013247042851,-49.6542724062346,"EGFR"
"495","GO_Biological_Process_2017","regulation of cytokinesis (GO:0032465)",0.0535217714874276,0.0852013247042851,-52.3785714836935,"KLHL21"
"496","GO_Biological_Process_2017","actin filament polymerization (GO:0030041)",0.0535217714874276,0.0852013247042851,-52.3923639464233,"WASF3"
"500","GO_Biological_Process_2017","adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071880)",0.0535217714874276,0.0852013247042851,-52.8737517561696,"ADRB2"
"514","GO_Biological_Process_2017","positive regulation of calcium ion transport (GO:0051928)",0.0535217714874276,0.0852013247042851,-55.6619430831697,"MYLK"
"521","GO_Biological_Process_2017","cellular response to fibroblast growth factor stimulus (GO:0044344)",0.0535217714874276,0.0852013247042851,-58.3869397706198,"ZFP36"
"271","GO_Biological_Process_2017","cell-cell signaling (GO:0007267)",0.0539667549997396,0.0856428938039346,-10.2761732901236,"EDN1,PDGFA,ADRB2"
"273","GO_Biological_Process_2017","axon guidance (GO:0007411)",0.0558407746681997,0.0878844136802909,-10.5778112140895,"FYN,GLI2"
"467","GO_Biological_Process_2017","learning or memory (GO:0007611)",0.0564111305032004,0.0878844136802909,-48.3275729743309,"EGFR"
"470","GO_Biological_Process_2017","skeletal muscle tissue development (GO:0007519)",0.0564111305032004,0.0878844136802909,-48.6109096400548,"CFLAR"
"472","GO_Biological_Process_2017","mitochondrial fission (GO:0000266)",0.0564111305032004,0.0878844136802909,-48.8072918617593,"DNM1"
"486","GO_Biological_Process_2017","response to retinoic acid (GO:0032526)",0.0564111305032004,0.0878844136802909,-51.0516556686839,"PPARG"
"493","GO_Biological_Process_2017","positive regulation of release of sequestered calcium ion into cytosol (GO:0051281)",0.0564111305032004,0.0878844136802909,-52.1338814733375,"SNCA"
"390","GO_Biological_Process_2017","signal peptide processing (GO:0006465)",0.0592918132040826,0.0896393980688941,-37.6980432857176,"PROS1"
"416","GO_Biological_Process_2017","positive regulation of receptor internalization (GO:0002092)",0.0592918132040826,0.0896393980688941,-42.5497130246823,"EGF"
"433","GO_Biological_Process_2017","ERK1 and ERK2 cascade (GO:0070371)",0.0592918132040826,0.0896393980688941,-44.1161990058034,"EGF"
"442","GO_Biological_Process_2017","lamellipodium assembly (GO:0030032)",0.0592918132040826,0.0896393980688941,-45.4854469178542,"KIT"
"447","GO_Biological_Process_2017","negative regulation of protein catabolic process (GO:0042177)",0.0592918132040826,0.0896393980688941,-45.8337254317416,"EGFR"
"455","GO_Biological_Process_2017","cellular response to vascular endothelial growth factor stimulus (GO:0035924)",0.0592918132040826,0.0896393980688941,-47.3120806672324,"NOTCH1"
"459","GO_Biological_Process_2017","positive regulation of interleukin-6 production (GO:0032755)",0.0592918132040826,0.0896393980688941,-47.85885643205,"TLR4"
"466","GO_Biological_Process_2017","T cell differentiation (GO:0030217)",0.0592918132040826,0.0896393980688941,-48.1205685470568,"KIT"
"494","GO_Biological_Process_2017","response to interferon-gamma (GO:0034341)",0.0592918132040826,0.0896393980688941,-52.1344444513985,"SNCA"
"502","GO_Biological_Process_2017","response to interleukin-1 (GO:0070555)",0.0592918132040826,0.0896393980688941,-53.3193962836185,"SNCA"
"418","GO_Biological_Process_2017","positive regulation of interleukin-12 production (GO:0032735)",0.0621638452044079,0.0926114428555465,-42.6299862511336,"TLR4"
"423","GO_Biological_Process_2017","positive regulation of peptidyl-threonine phosphorylation (GO:0010800)",0.0621638452044079,0.0926114428555465,-43.2416112329312,"EGF"
"432","GO_Biological_Process_2017","phosphatidylserine acyl-chain remodeling (GO:0036150)",0.0621638452044079,0.0926114428555465,-43.6790078465607,"PLA2G4A"
"436","GO_Biological_Process_2017","positive regulation of BMP signaling pathway (GO:0030513)",0.0621638452044079,0.0926114428555465,-44.377934289726,"NOTCH1"
"474","GO_Biological_Process_2017","actomyosin structure organization (GO:0031032)",0.0621638452044079,0.0926114428555465,-48.9739841322074,"EPB41L2"
"285","GO_Biological_Process_2017","regulation of transcription from RNA polymerase II promoter (GO:0006357)",0.0641946591932582,0.0930782235248724,-11.7432056019889,"DMTF1,KIT,EGFR"
"280","GO_Biological_Process_2017","cell differentiation (GO:0030154)",0.0647663032758106,0.0930782235248724,-11.5437759921424,"DMTF1,FYN"
"398","GO_Biological_Process_2017","vesicle docking involved in exocytosis (GO:0006904)",0.0650272520516232,0.0930782235248724,-39.6664962731764,"STXBP1"
"403","GO_Biological_Process_2017","endocytic recycling (GO:0032456)",0.0650272520516232,0.0930782235248724,-40.7931383122985,"ARL4C"
"409","GO_Biological_Process_2017","positive regulation of JUN kinase activity (GO:0043507)",0.0650272520516232,0.0930782235248724,-41.7921192019226,"EDN1"
"411","GO_Biological_Process_2017","fatty acid metabolic process (GO:0006631)",0.0650272520516232,0.0930782235248724,-42.0525227141773,"GHR"
"424","GO_Biological_Process_2017","regulation of nitric-oxide synthase activity (GO:0050999)",0.0650272520516232,0.0930782235248724,-43.3210921312209,"EGFR"
"426","GO_Biological_Process_2017","vasculogenesis (GO:0001570)",0.0650272520516232,0.0930782235248724,-43.4135907382202,"TGFBR2"
"434","GO_Biological_Process_2017","arachidonic acid metabolic process (GO:0019369)",0.0650272520516232,0.0930782235248724,-44.2638991055446,"PLA2G4A"
"439","GO_Biological_Process_2017","NLS-bearing protein import into nucleus (GO:0006607)",0.0650272520516232,0.0930782235248724,-44.6891410712429,"CBLB"
"445","GO_Biological_Process_2017","cell division (GO:0051301)",0.0650272520516232,0.0930782235248724,-45.7401392609219,"GNAI1"
"446","GO_Biological_Process_2017","stem cell population maintenance (GO:0019827)",0.0650272520516232,0.0930782235248724,-45.8120107221272,"KIT"
"465","GO_Biological_Process_2017","glutathione derivative biosynthetic process (GO:1901687)",0.0650272520516232,0.0930782235248724,-48.0750987564836,"GSTM2"
"478","GO_Biological_Process_2017","activation of protein kinase activity (GO:0032147)",0.0650272520516232,0.0930782235248724,-49.3051079425268,"TGFBR2"
"281","GO_Biological_Process_2017","receptor-mediated endocytosis (GO:0006898)",0.0656003053196024,0.0936361899952983,-11.6030442153544,"ADRB2,DNM1"
"383","GO_Biological_Process_2017","positive regulation of neutrophil chemotaxis (GO:0090023)",0.0678820592239992,0.0950348829135989,-37.2115334419082,"CXCL2"
"387","GO_Biological_Process_2017","positive regulation of protein serine/threonine kinase activity (GO:0071902)",0.0678820592239992,0.0950348829135989,-37.5116320282331,"SNCA"
"391","GO_Biological_Process_2017","regulation of ERK1 and ERK2 cascade (GO:0070372)",0.0678820592239992,0.0950348829135989,-38.2273879451013,"EGFR"
"408","GO_Biological_Process_2017","positive regulation of interferon-beta production (GO:0032728)",0.0678820592239992,0.0950348829135989,-41.499986927929,"TLR4"
"412","GO_Biological_Process_2017","negative regulation of neuron death (GO:1901215)",0.0678820592239992,0.0950348829135989,-42.2954708983981,"SNCA"
"420","GO_Biological_Process_2017","regulation of sequence-specific DNA binding transcription factor activity (GO:0051090)",0.0678820592239992,0.0950348829135989,-42.9409040946797,"JUN"
"460","GO_Biological_Process_2017","ossification (GO:0001503)",0.0678820592239992,0.0950348829135989,-47.8602296534411,"EGFR"
"282","GO_Biological_Process_2017","extracellular matrix organization (GO:0030198)",0.06982428895318,0.0968958639868508,-11.6342500306992,"LAMA3,PDGFA"
"287","GO_Biological_Process_2017","transcription initiation from RNA polymerase II promoter (GO:0006367)",0.0706796786625082,0.0968958639868508,-12.1627430319107,"NOTCH1,PPARG"
"378","GO_Biological_Process_2017","positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)",0.0707282921078187,0.0968958639868508,-34.3061269372041,"KIT"
